childid,id,age,memsex,relate,livhse,grade,still,chgrade,chstill,whynot,agegrade,agestsch,hhschtyp,perf,schoolen,disab,codsec1,act1,months1,diasmes1,seman1,days1,hours1,codsec2,act2,months2,diasmes2,seman2,days2,hours2,act3,codsec3,months3,diasmes3,seman3,days3,hours3,acting,sleep,chcare,hhchore,npaywork,paywork,school,study,play,occuppat,incamnt,inctime,bonus,bonamnt,bontime,remun,remamnt,remtime,occyrs,occmths
PE011015,15,20,female,Uncle/Aunt,"Yes, still lives in household",10,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE011015,16,19,male,Uncle/Aunt,"Yes, still lives in household",11,"Yes, attending regularly",,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE011015,17,9,female,Uncle/Aunt,"Yes, still lives in household",,,4,"Yes, attending regularly",N/A,88,2,Private,Excellent,Excellent,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,11,0,0,0,0,5,4,2,,,,,,,,,,,
PE011015,18,5,male,Uncle/Aunt,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Reasonably well,Very bad,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,11,0,0,0,0,5,1,5,,,,,,,,,,,
PE011015,19,3,male,Cousin,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE011015,20,2,male,Half-sibling (same mother),"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE011016,0,5,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,11,1,0,0,0,5,2,4,,,,,,,,,,,
PE011016,1,33,male,Biological parent,"Yes, still lives in household",11,No,,,,,,,,,No disability,452,Waged worker,12,24,4,6,10,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,150,Week,No,-88,N/A,No,-88,N/A,6,0
PE011016,2,28,female,Biological parent,"Yes, still lives in household",Complete Technical college,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE011016,3,28,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE011016,4,25,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE011016,5,21,female,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE011016,6,13,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE011016,7,22,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE011016,8,26,male,Tenant/lodger,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE011016,9,54,male,Tenant/lodger,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE011016,10,46,female,Other relative,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE011016,11,2,male,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE011017,0,5,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Reasonably well,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,8,0,0,0,0,4,1,5,,,,,,,,,,,
PE011017,1,29,male,Biological parent,"Yes, still lives in household",3,No,,,,,,,,,No disability,11,"Waged worker (agriculture, cattle farmer, fishing)",4,12,3,6,5,452,Self-employed (services),4,12,3,4,8,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,100,Week,No,-88,N/A,No,-88,N/A,17,0
PE011017,2,28,female,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE011017,15,9,male,Brother/sister,"Yes, still lives in household",,,2,"Yes, attending regularly",N/A,88,4,Public or the national government,Reasonably well,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,Household chores/Housewife,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,8,1,1,0,0,5,2,3,,,,,,,,,,,
PE011017,16,3,male,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE011018,0,5,female,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,11,0,0,0,0,5,1,4,,,,,,,,,,,
PE011018,1,42,male,Biological parent,"Yes, still lives in household",8,No,,,,,,,,,No disability,525,Independent merchant,12,30,4,7,5,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,70,Day,N/A,-88,N/A,N/A,-88,N/A,30,0
PE011018,2,38,female,Biological parent,"Yes, still lives in household",8,No,,,,,,,,,No disability,525,Non-remunerated Household members,12,30,4,7,5,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE011018,3,15,female,Brother/sister,"Yes, still lives in household",,,10,"Yes, attending regularly",N/A,88,4,Private,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,7,8,2,0,0,0,2,2,,,,,,,,,,,
PE011018,4,11,female,Brother/sister,"Yes, still lives in household",,,5,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,11,2,1,0,0,6,2,2,,,,,,,,,,,
PE011018,5,9,male,Brother/sister,"Yes, still lives in household",,,3,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,11,0,0,0,0,6,2,3,,,,,,,,,,,
PE011018,6,18,male,Brother/sister-in-law,"Yes, still lives in household",8,No,,,,,,,,,No disability,525,Independent merchant,6,20,4,5,5,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,30,Day,N/A,-88,N/A,N/A,-88,N/A,0,6
PE011018,7,0,male,Nephew/Niece,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE011019,0,5,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,0,0,0,4,2,2,,,,,,,,,,,
PE011019,1,31,male,Biological parent,"Yes, still lives in household",11,No,,,,,,,,,No disability,11,"Waged worker (agriculture, cattle farmer, fishing)",12,25,4,5,8,526,Self-employed (services),12,26,4,6,2,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,15,Day,No,-88,N/A,No,-88,N/A,6,6
PE011019,2,22,female,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE011019,3,3,male,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE011019,4,17,male,Uncle/Aunt,"Yes, still lives in household",,,6,No,Child does not want to go,13,5,N/A,N/A,N/A,No disability,-88,Unemployed,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,11,2,0,0,0,0,0,0,,,,,,,,,,,
PE011020,0,6,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,2,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,8,0,0,0,0,5,2,3,,,,,,,,,,,
PE011020,1,37,male,Biological parent,"Yes, still lives in household",Complete Technical college,No,,,,,,,,,No disability,641,Waged worker,12,24,4,6,7,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,500,Month,No,-88,N/A,No,-88,N/A,3,0
PE011020,2,29,female,Biological parent,"Yes, still lives in household",Complete Technical college,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE011021,0,5,female,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,1,0,0,5,1,3,,,,,,,,,,,
PE011021,1,43,male,Biological parent,"Yes, still lives in household",5,No,,,,,,,,,No disability,50,Fishing,6,28,4,7,6,452,Self-employed (services),6,28,4,7,9,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Dependent,30,Day,No,-88,N/A,No,-88,N/A,3,0
PE011021,2,37,female,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE011021,3,16,female,Brother/sister,"Yes, still lives in household",,,9,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,1,1,0,0,6,2,2,,,,,,,,,,,
PE011021,4,11,female,Brother/sister,"Yes, still lives in household",,,5,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,11,1,1,0,0,6,2,2,,,,,,,,,,,
PE011022,0,5,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,Household chores/Housewife,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,1,0,0,4,1,4,,,,,,,,,,,
PE011022,1,39,male,Biological parent,"Yes, still lives in household",11,No,,,,,,,,,No disability,50,Waged worker,12,20,4,5,10,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,400,Month,No,-88,N/A,No,-88,N/A,6,0
PE011022,2,34,female,Biological parent,"Yes, still lives in household",7,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,521,Independent merchant,12,28,4,7,12,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Independent,5,Day,N/A,-88,N/A,N/A,-88,N/A,2,0
PE011022,3,16,male,Brother/sister,"Yes, still lives in household",,,10,"Yes, attending regularly",N/A,88,4,Public or the national government,Reasonably well,Reasonably okay,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,8,1,1,0,0,5,1,2,,,,,,,,,,,
PE011022,4,4,male,Brother/sister,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,0,0,0,4,1,4,,,,,,,,,,,
PE011023,0,6,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Excellent,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,1,0,0,4,1,3,,,,,,,,,,,
PE011023,1,26,male,Biological parent,"Yes, still lives in household",11,No,,,,,,,,,No disability,525,Waged worker,12,28,4,7,6,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,15,Day,No,-88,N/A,No,-88,N/A,7,0
PE011023,2,23,female,Biological parent,"Yes, still lives in household",Incomplete Technical college,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE011023,3,1,female,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE011024,0,5,female,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,0,0,0,4,1,3,,,,,,,,,,,
PE011024,1,23,male,Biological parent,"Yes, still lives in household",Complete Technical college,No,,,,,,,,,No disability,602,Self-employed (services),12,24,4,6,10,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,18,Day,N/A,-88,N/A,N/A,-88,N/A,5,3
PE011024,2,24,female,Biological parent,"Yes, still lives in household",11,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE011024,3,43,female,Paternal grandparent,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE011024,4,20,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE011024,15,5,female,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE011024,16,61,male,Maternal grandparent,"Yes, still lives in household",7,No,,,,,,,,,No disability,11,"Waged worker (agriculture, cattle farmer, fishing)",10,24,4,6,6,11,Self-employed farmer (own plot),2,24,4,6,7,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,120,Week,No,-88,N/A,No,-88,N/A,26,0
PE011024,17,45,female,Maternal grandparent,"Yes, still lives in household",2,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE011024,18,25,male,Uncle/Aunt,"Yes, still lives in household",11,No,,,,,,,,,No disability,749,Waged worker,12,28,4,7,7,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,500,Month,No,-88,N/A,Yes,50,Year,7,0
PE011024,19,22,male,Uncle/Aunt,"Yes, still lives in household",11,No,,,,,,,,,No disability,749,Waged worker,12,28,4,7,7,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,400,Month,No,-88,N/A,Yes,50,Year,4,0
PE011024,20,7,female,Uncle/Aunt,"Yes, still lives in household",,,1,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,0,0,0,0,5,2,3,,,,,,,,,,,
PE011025,0,5,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Excellent,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,11,0,0,0,0,6,1,3,,,,,,,,,,,
PE011025,1,32,male,Biological parent,"Yes, still lives in household",Complete Technical college,No,,,,,,,,,No disability,752,Waged worker,12,20,4,5,9,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,1050,Month,Yes,660,Year,No,-88,N/A,11,0
PE011025,2,29,female,Biological parent,"Yes, still lives in household",Complete Technical college,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE011025,3,49,male,Maternal grandparent,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE011025,4,45,female,Maternal grandparent,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE011025,5,27,female,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE011025,6,23,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE011025,15,7,male,Half-sibling (same mother),"Yes, still lives in household",,,1,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,11,0,1,0,0,6,1,3,,,,,,,,,,,
PE011026,0,5,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Reasonably well,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,1,0,0,5,3,1,,,,,,,,,,,
PE011026,1,31,male,Biological parent,"Yes, still lives in household",Complete University,No,,,,,,,,,No disability,851,Waged worker,12,24,4,6,8,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,515,Month,Yes,130,Year,Yes,50,Year,3,0
PE011026,2,31,female,Biological parent,"Yes, still lives in household",Complete Technical college,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,999,Other (not related to agriculture),12,28,4,7,1,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Independent,400,Year,N/A,-88,N/A,N/A,-88,N/A,3,0
PE011026,3,10,male,Brother/sister,"Yes, still lives in household",,,4,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,2,2,0,0,6,2,1,,,,,,,,,,,
PE011026,15,6,male,Brother/sister,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,1,1,0,0,6,2,1,,,,,,,,,,,
PE011026,16,1,female,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE011027,0,5,female,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,8,0,0,0,0,5,1,3,,,,,,,,,,,
PE011027,1,43,male,Biological parent,"Yes, still lives in household",7,No,,,,,,,,,No disability,11,"Waged worker (agriculture, cattle farmer, fishing)",12,16,4,4,10,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,20,Day,No,-88,N/A,No,-88,N/A,9,0
PE011027,2,33,female,Biological parent,"Yes, still lives in household",9,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,950,Waged worker,10,20,4,5,8,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Dependent,140,Month,No,-88,N/A,No,-88,N/A,3,0
PE011027,3,15,male,Brother/sister,"Yes, still lives in household",,,6,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Bad,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,950,Waged worker,8,16,4,4,8,N/A,-88,88,88,88,88,88,Second activity,8,1,0,0,0,5,1,3,Dependent,7,Day,No,-88,N/A,No,-88,N/A,0,2
PE011027,4,13,female,Brother/sister,"Yes, still lives in household",,,4,"Yes, attending regularly",N/A,88,3,Public or the national government,Poorly,Bad,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,Household chores/Housewife,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,8,0,1,0,0,5,1,3,,,,,,,,,,,
PE011027,5,23,male,Half-sibling (same father),"Yes, still lives in household",Incomplete Technical college,"Yes, attending regularly",,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,502,Waged worker,9,24,4,6,6,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Dependent,15,Day,No,-88,N/A,No,-88,N/A,5,0
PE011027,6,33,male,Uncle/Aunt,"Yes, still lives in household",8,No,,,,,,,,,No disability,452,Self-employed (services),5,24,4,6,9,50,Self-employed (services),1,12,2,6,5,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,20,Month,No,-88,N/A,No,-88,N/A,13,0
