childid,id,age,memsex,relate,livhse,grade,still,chgrade,chstill,whynot,agegrade,agestsch,hhschtyp,perf,schoolen,disab,act1,months1,days1,hours1,act2,months2,days2,hours2,act3,months3,days3,hours3,sleep,chcare,hhchore,npaywork,paywork,school,study,play
VN010025,15,7,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,6,government school,reasonably well,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,1,0,0,0,4,4,5
VN010025,2,26,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (livestock),10,23,5,household chores,12,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN010025,1,32,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),10,22,8,self-employed (food crops),5,10,4,n/a,88,88,88,88,88,88,88,88,88,88,88
VN010026,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,12,0,0,0,0,4,2,6
VN010026,15,7,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,1,0,0,0,4,4,5
VN010026,2,29,female,biological parent,person has died,nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN010026,1,35,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),8,20,8,self-employed (food crops),6,9,5,n/a,88,88,88,88,88,88,88,88,88,88,88
VN010026,4,60,female,paternal grandparent,"yes, still lives in household",3,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,30,2,self-employed (livestock),5,12,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN010027,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,3,1,11
VN010027,4,27,female,biological parent,"yes, still lives in household","post-secondary, vocational","yes, attending regularly",n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,22,8,household chores,12,30,4,n/a,88,88,88,88,88,88,88,88,88,88,88
VN010027,3,30,male,biological parent,"yes, still lives in household","post-secondary, vocational","yes, attending regularly",n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,22,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN010027,2,59,female,paternal grandparent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),6,15,6,household chores,12,30,3,n/a,88,88,88,88,88,88,88,88,88,88,88
VN010027,1,62,male,paternal grandparent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),6,20,5,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN010029,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,4,1,8
VN010029,2,25,female,biological parent,"yes, still lives in household",8,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),6,15,5,household chores,12,29,3,n/a,88,88,88,88,88,88,88,88,88,88,88
VN010029,1,30,male,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),9,25,8,self-employed (food crops),6,10,3,household chores,11,15,1,88,88,88,88,88,88,88,88
VN010030,3,2,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN010030,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,12,0,0,0,0,4,2,6
VN010030,2,27,male,biological parent,"yes, still lives in household",8,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (livestock),10,20,5,self-employed (food crops),6,12,3,household chores,12,5,1,88,88,88,88,88,88,88,88
VN010030,1,28,female,biological parent,"yes, still lives in household",6,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),8,20,8,household chores,12,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN010031,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,12,0,0,0,0,0,0,12
VN010031,6,13,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,6,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,8,2,5,0,0,5,2,2
VN010031,5,16,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,9,"yes, attending regularly",n/a,88,6,government school,good,excellent,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,8,2,5,0,0,5,2,2
VN010031,4,19,female,brother/sister (both parents the same),"yes, still lives in household",12,"yes, attending regularly",n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN010031,3,36,female,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,25,10,self-employed (food crops),6,10,5,household chores,12,30,4,88,88,88,88,88,88,88,88
VN010031,2,40,male,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),6,20,8,self-employed (business),12,20,5,n/a,88,88,88,88,88,88,88,88,88,88,88
VN010031,1,74,female,paternal grandparent,"yes, still lives in household",3,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN010032,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,12,0,0,0,0,4,1,7
VN010032,4,11,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,5,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,4,2,7
VN010032,3,13,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,7,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,household chores,6,15,1,household dependent,88,88,88,n/a,88,88,88,11,0,1,0,0,4,2,6
VN010032,2,33,female,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,30,4,self-employed (food crops),6,20,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN010032,1,35,male,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,other agriculture,7,20,8,household chores,12,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN010033,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,0,0,13
VN010033,15,8,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,household dependent,88,88,88,household chores,10,10,2,n/a,88,88,88,10,2,1,0,0,4,3,4
VN010033,2,27,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),8,18,5,self-employed (food crops),4,8,3,household chores,12,30,2,88,88,88,88,88,88,88,88
VN010033,1,34,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),10,20,8,self-employed (food crops),4,10,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN010034,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,4,3,7
VN010034,3,10,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,4,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,other unpaid activity,3,20,1,household dependent,88,88,88,n/a,88,88,88,10,1,0,0,0,4,4,5
VN010034,2,34,female,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),6,7,4,wage employment (non-agriculture),4,22,8,household chores,12,25,3,88,88,88,88,88,88,88,88
VN010034,1,36,male,biological parent,"yes, still lives in household",6,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),8,29,8,self-employed (food crops),2,6,8,n/a,88,88,88,88,88,88,88,88,88,88,88
VN010035,4,1,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN010035,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,4,1,9
VN010035,3,7,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,other unpaid activity,3,20,5,household dependent,88,88,88,n/a,88,88,88,9,5,0,0,0,4,2,4
VN010035,2,31,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),3,10,6,household chores,12,30,8,n/a,88,88,88,88,88,88,88,88,88,88,88
VN010035,1,33,male,biological parent,"yes, still lives in household",8,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),6,15,6,annual farm servant,2,28,8,self-employed (livestock),10,27,3,88,88,88,88,88,88,88,88
VN010036,5,0,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN010036,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,4,1,8
VN010036,4,26,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,11,25,8,household chores,12,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN010036,3,28,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,8,15,8,self-employed (food crops),2,3,2,household chores,6,20,1,88,88,88,88,88,88,88,88
VN010036,2,47,female,paternal grandparent,"yes, still lives in household",4,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),6,5,3,household chores,12,30,4,self-employed (livestock),12,30,2,88,88,88,88,88,88,88,88
VN010036,1,49,male,paternal grandparent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,8,10,6,self-employed (food crops),6,7,4,n/a,88,88,88,88,88,88,88,88,88,88,88
VN010037,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,3,1,10
VN010037,4,12,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,6,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,other unpaid activity,4,15,4,household dependent,88,88,88,n/a,88,88,88,9,0,0,4,0,4,1,6
VN010037,3,13,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,7,"yes, attending regularly",n/a,88,6,government school,reasonably well,good,no disability,household chores,7,20,2,household dependent,88,88,88,n/a,88,88,88,9,0,2,0,0,7,1,5
VN010037,2,34,female,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),6,20,8,household chores,12,30,5,self-employed (livestock),12,20,1,88,88,88,88,88,88,88,88
VN010037,1,36,male,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,annual farm servant,8,30,8,wage employment (non-agriculture),4,20,8,self-employed (food crops),2,15,8,88,88,88,88,88,88,88,88
VN010038,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,missing,99,99,99,n/a,88,88,88,n/a,88,88,88,12,0,0,0,0,4,1,7
VN010038,2,27,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,25,8,self-employed (food crops),6,20,2,household chores,12,30,5,88,88,88,88,88,88,88,88
VN010038,1,29,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),3,30,8,self-employed (food crops),6,20,3,household chores,3,20,3,88,88,88,88,88,88,88,88
VN010039,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,4,1,9
VN010039,1,27,male,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),12,24,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN010039,2,27,female,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),6,15,5,household chores,12,30,5,self-employed (livestock),8,25,2,88,88,88,88,88,88,88,88
VN010040,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,4,2,8
VN010040,8,18,female,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN010040,7,20,female,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN010040,6,25,male,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN010040,5,27,female,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN010040,9,29,male,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN010040,4,29,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,24,8,household chores,12,30,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN010040,3,30,male,biological parent,"yes, still lives in household",university,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,24,8,self-employed (food crops),4,7,1,household chores,5,4,1,88,88,88,88,88,88,88,88
VN010040,2,49,female,maternal grandparent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN010040,1,52,male,maternal grandparent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN010041,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,4,1,9
VN010041,15,8,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,other unpaid activity,3,10,2,household dependent,88,88,88,n/a,88,88,88,10,2,0,0,0,4,2,6
VN010041,3,9,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,3,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,other unpaid activity,4,10,2,household dependent,88,88,88,n/a,88,88,88,9,2,0,0,0,4,3,6
VN010041,2,30,female,biological parent,"yes, still lives in household",6,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),6,6,5,self-employed (livestock),12,28,4,household chores,12,30,4,88,88,88,88,88,88,88,88
VN010041,1,34,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),6,8,4,self-employed (livestock),12,28,6,household chores,8,10,1,88,88,88,88,88,88,88,88
VN010042,4,3,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN010042,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,4,2,7
VN010042,3,13,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,6,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,household chores,5,15,2,household dependent,88,88,88,n/a,88,88,88,8,1,2,0,0,4,6,3
VN010042,2,35,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),4,20,8,self-employed (food crops),6,10,3,household chores,12,30,1,88,88,88,88,88,88,88,88
VN010042,1,40,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),8,20,8,self-employed (food crops),4,7,2,n/a,88,88,88,88,88,88,88,88,88,88,88
