hh_id,indiv_id,age_5y,sex_5y,relate_5y,age_8y,sex_8y,relate_8y,age_12y,sex_12y,relate_12y
PE011044,5,21,Male,Cousin,,,,26,,Cousin
PE011044,6,2,Female,Brother/sister,4,Female,Brother/sister,8,Female,Brother/sister
PE011045,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE011045,1,30,Male,Biological parent,,,,37,Male,Biological parent
PE011045,2,21,Female,Biological parent,24,Female,Biological parent,28,Female,Biological parent
PE011045,3,,,,45,Female,Maternal grandparent,52,Female,Maternal grandparent
PE011045,4,,,,16,Male,Uncle/Aunt,23,Male,Uncle/Aunt
PE011045,5,,,,14,Male,Uncle/Aunt,19,Male,Uncle/Aunt
PE011046,0,6,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE011046,1,36,Male,Biological parent,39,Male,Biological parent,42,Male,Biological parent
PE011046,2,32,Female,Biological parent,35,Female,Biological parent,39,Female,Biological parent
PE011046,3,9,Male,Brother/sister,11,Male,Brother/sister,16,Male,Brother/sister
PE011046,4,0,Female,Brother/sister,2,Female,Brother/sister,6,Female,Brother/sister
PE011047,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE011047,1,39,Male,Biological parent,42,Male,Biological parent,46,Male,Biological parent
PE011047,2,32,Female,Biological parent,34,Female,Biological parent,38,Female,Biological parent
PE011047,3,27,Female,Household servant,,,,30,Female,Nanny/child-minder
PE011047,4,3,Female,Brother/sister,6,Female,Brother/sister,10,Female,Brother/sister
PE011048,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE011048,1,34,Female,Biological parent,36,Female,Biological parent,40,Female,Biological parent
PE011048,2,11,Female,Half-sibling (same mother),14,Female,Half-sibling (same mother),18,Female,Half-sibling (same mother)
PE011048,3,57,Female,Maternal grandparent,,,,,Female,Maternal grandparent
PE011048,4,18,Male,Uncle/Aunt,,,,,Male,Brother/sister
PE011048,5,21,Female,Uncle/Aunt,,,,,Female,Half-sibling (same father)
PE011048,6,44,Male,Other relative,,,,,Male,Brother/sister-in-law
PE011048,7,53,Male,Step-parent,56,Male,Step-parent,59,Male,Step-parent
PE011049,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE011049,1,46,Male,Biological parent,48,Male,Biological parent,52,Male,Biological parent
PE011049,2,36,Female,Biological parent,38,Female,Biological parent,42,Female,Biological parent
PE011049,3,12,Female,Brother/sister,15,Female,Brother/sister,19,Female,Brother/sister
PE011049,4,10,Female,Brother/sister,13,Female,Brother/sister,17,Female,Brother/sister
PE011050,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE011050,1,35,Male,Biological parent,38,Male,Biological parent,42,Male,Biological parent
PE011050,2,37,Female,Biological parent,39,Female,Biological parent,43,Female,Biological parent
PE011050,3,16,Female,Half-sibling (same mother),,,,,Female,
PE011051,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE011051,1,48,Male,Biological parent,51,Male,Biological parent,54,Male,Biological parent
PE011051,2,46,Female,Biological parent,48,Female,Biological parent,53,Female,Biological parent
PE011051,3,22,Male,Brother/sister,25,Male,Brother/sister,29,Male,Brother/sister
PE011051,4,20,Female,Brother/sister,,,,27,Female,Brother/sister
PE011051,5,14,Female,Brother/sister,17,Female,Brother/sister,21,Female,Brother/sister
PE011051,6,12,Female,Brother/sister,15,Female,Brother/sister,19,Female,Brother/sister
PE011051,7,9,Male,Brother/sister,12,Male,Brother/sister,16,Male,Brother/sister
PE011052,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE011052,1,42,Male,Biological parent,,,,48,Male,Biological parent
PE011052,2,39,Female,Biological parent,43,Female,Biological parent,46,Female,Biological parent
PE011052,3,19,Male,Brother/sister,21,Male,Brother/sister,25,Male,Brother/sister
PE011052,4,16,Male,Brother/sister,18,Male,Brother/sister,23,Male,Brother/sister
PE011052,5,10,Male,Brother/sister,13,Male,Brother/sister,17,Male,Brother/sister
PE011052,6,,,,70,Male,Maternal grandparent,78,Male,Maternal grandparent
PE011052,7,,,,80,Female,Maternal grandparent,88,Female,Maternal grandparent
PE011052,8,,,,50,Male,Uncle/Aunt,60,Male,Uncle/Aunt
PE011052,9,,,,46,Female,Uncle/Aunt,50,Female,Uncle/Aunt
PE011053,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE011053,1,25,Female,Biological parent,,,,30,Female,Biological parent
PE011053,2,55,Female,Maternal grandparent,,,,70,Female,Maternal grandparent
PE011053,3,27,Male,Uncle/Aunt,,,,20,Male,Uncle/Aunt
PE011053,4,23,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE011053,5,19,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE011053,15,8,Female,Brother/sister,12,Female,Brother/sister,15,Female,Brother/sister
PE011053,16,40,Male,Biological parent,44,Male,Biological parent,47,Male,Biological parent
PE011053,17,,,,24,Female,Step-parent,28,Female,Step-parent
PE011053,18,,,,3,Female,Step-sibling,7,Female,Step-sibling
PE011053,19,,,,,,,2,Male,Half-sibling (same father)
PE011054,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE011054,1,43,Male,Biological parent,47,Male,Biological parent,52,Male,Biological parent
PE011054,2,32,Female,Biological parent,33,Female,Biological parent,38,Female,Biological parent
PE011054,3,3,Male,Brother/sister,6,Male,Brother/sister,10,Male,Brother/sister
PE011054,4,34,Female,Uncle/Aunt,,,,41,Female,Uncle/Aunt
PE011054,5,40,Male,Uncle/Aunt,43,Male,Uncle/Aunt,44,Male,Uncle/Aunt
PE011054,6,1,Male,Cousin,,,,7,Male,Cousin
PE011054,7,,,,,,,0,Female,Brother/sister
PE011055,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE011055,1,36,Male,Biological parent,39,Male,Biological parent,43,Male,Biological parent
PE011055,2,32,Female,Biological parent,34,Female,Biological parent,38,Female,Biological parent
PE011055,3,11,Male,Brother/sister,14,Male,Brother/sister,18,Male,Brother/sister
PE011056,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE011056,1,30,Male,Biological parent,,,,36,Male,Biological parent
PE011056,2,25,Female,Biological parent,27,Female,Biological parent,31,Female,Biological parent
PE011056,3,3,Female,Brother/sister,5,Female,Brother/sister,9,Female,Brother/sister
PE011056,4,,,,53,Male,Maternal grandparent,57,Male,Maternal grandparent
PE011056,5,,,,51,Female,Maternal grandparent,55,Female,Maternal grandparent
PE011056,6,,,,21,Male,Uncle/Aunt,25,Male,Uncle/Aunt
PE011056,7,,,,18,Female,Uncle/Aunt,21,Female,Uncle/Aunt
PE011056,8,,,,,,,23,Female,Household servant
PE011057,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE011057,1,39,Male,Biological parent,42,Male,Biological parent,46,Male,Biological parent
PE011057,2,36,Female,Biological parent,39,Female,Biological parent,43,Female,Biological parent
PE011057,3,17,Female,Brother/sister,20,Female,Brother/sister,24,Female,Brother/sister
PE011057,4,14,Female,Brother/sister,16,Female,Brother/sister,20,Female,Brother/sister
PE011057,5,11,Male,Brother/sister,13,Male,Brother/sister,17,Male,Brother/sister
PE011057,6,,,,,,,22,Male,Brother/sister-in-law
PE011057,7,,,,,,,2,Male,Brother/sister
PE011057,8,,,,,,,0,Male,Nephew/Niece
PE011058,1,,,,,,,,,
PE011058,2,,,,,,,,,
PE011058,3,,,,,,,,,
PE011058,4,,,,,,,,,
PE011058,5,,,,,,,,,
PE011058,6,,,,,,,,,
PE011058,7,,,,,,,,,
PE011058,8,,,,,,,,,
PE011058,15,,,,,,,,,
PE011059,0,6,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE011059,1,32,Male,Biological parent,35,Male,Biological parent,40,Male,Biological parent
PE011059,2,29,Female,Biological parent,31,Female,Biological parent,35,Female,Biological parent
PE011059,3,,,,27,Female,"Other, unrelated",32,Female,"Other, unrelated"
PE011059,4,,,,4,Male,"Other, unrelated",9,Male,"Other, unrelated"
PE011060,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE011060,1,31,Male,Biological parent,35,Male,Biological parent,38,Male,Biological parent
PE011060,2,26,Female,Biological parent,29,Female,Biological parent,33,Female,Biological parent
PE011060,3,,,,,,,0,Male,Brother/sister
PE011060,4,,,,,,,54,Female,Maternal grandparent
PE011060,5,,,,,,,78,Male,Uncle/Aunt
PE011061,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE011061,1,29,Female,Biological parent,32,Female,Biological parent,36,Female,Biological parent
PE011061,2,25,Male,Uncle/Aunt,,,,28,Male,Uncle/Aunt
PE011061,3,20,Male,Uncle/Aunt,,,,26,Male,Uncle/Aunt
PE011061,4,17,Female,Uncle/Aunt,,,,23,Female,Uncle/Aunt
PE011061,5,26,Female,Uncle/Aunt,,,,28,Female,Uncle/Aunt
PE011061,6,44,Male,Other relative,,,,50,Male,Other relative
PE011061,15,6,Female,Cousin,,,,13,Female,Cousin
PE011061,16,56,Male,Maternal grandparent,,,,62,Male,Maternal grandparent
PE011061,17,49,Female,Maternal grandparent,,,,56,Female,Maternal grandparent
PE011061,18,3,Male,Brother/sister,5,Male,Brother/sister,9,Male,Brother/sister
PE011061,19,,,,27,Male,Step-parent,30,Male,Step-parent
PE011061,20,,,,0,Male,Half-sibling (same mother),4,Male,Half-sibling (same mother)
PE011062,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE011062,1,26,Female,Biological parent,28,Female,Biological parent,32,Female,Biological parent
PE011062,2,60,Male,Maternal grandparent,63,Male,Maternal grandparent,66,Male,Maternal grandparent
PE011062,3,54,Female,Maternal grandparent,56,Female,Maternal grandparent,60,Female,Maternal grandparent
PE011062,4,28,Female,Uncle/Aunt,,,,35,Female,Uncle/Aunt
PE011062,5,10,Male,Cousin,13,Male,Cousin,17,Male,Cousin
PE011063,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE011063,1,27,Male,Biological parent,31,Male,Biological parent,34,Male,Biological parent
PE011063,2,21,Female,Biological parent,24,Female,Biological parent,27,Female,Biological parent
PE011063,3,2,Male,Brother/sister,4,Male,Brother/sister,8,Male,Brother/sister
PE011064,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE011064,1,33,Male,Biological parent,36,Male,Biological parent,40,Male,Biological parent
PE011064,2,25,Female,Biological parent,28,Female,Biological parent,32,Female,Biological parent
PE011064,15,7,Male,Brother/sister,10,Male,Brother/sister,13,Male,Brother/sister
PE011064,16,,,,,,,1,Female,Brother/sister
PE011065,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE011065,1,36,Male,Biological parent,39,Male,Biological parent,43,Male,Biological parent
PE011065,2,35,Female,Biological parent,38,Female,Biological parent,42,Female,Biological parent
PE011065,3,15,Male,Brother/sister,,,,22,Male,Brother/sister
PE011065,4,9,Male,Brother/sister,12,Male,Brother/sister,17,Male,Brother/sister
PE011066,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE011066,1,20,Female,Biological parent,24,Female,Biological parent,27,Female,Biological parent
PE011066,2,50,Female,Maternal grandparent,,,,57,Female,Maternal grandparent
PE011066,3,34,Female,"Other, unrelated",,,,,Female,
PE011066,4,34,Male,"Other, unrelated",,,,,Male,
PE011066,5,29,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE011066,6,27,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE011066,7,26,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE011066,8,18,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE011066,9,18,Male,"Other, unrelated",,,,,Male,
PE011066,10,21,Female,"Other, unrelated",,,,,Female,
PE011066,15,7,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE011066,16,3,Male,Half-sibling (same mother),5,Male,Half-sibling (same mother),9,Male,Half-sibling (same mother)
PE011066,17,27,Male,Step-parent,,,,,Male,
PE011066,18,72,Female,Great-grandparent (Mother's side),,,,,Female,Great-grandparent (Mother's side)
PE011066,19,,,,28,Male,Step-parent,34,Male,Step-parent
PE011066,20,,,,2,Male,Half-sibling (same father),5,Male,Half-sibling (same mother)
PE011066,21,,,,,,,3,Male,Half-sibling (same mother)
PE011067,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE011067,1,28,Male,Biological parent,30,Male,Biological parent,35,Male,Biological parent
PE011067,2,25,Female,Biological parent,27,Female,Biological parent,31,Female,Biological parent
PE011067,3,1,Female,Brother/sister,4,Female,Brother/sister,8,Female,Brother/sister
PE011068,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE011068,1,29,Female,Biological parent,34,Female,Biological parent,37,Female,Biological parent
PE011068,2,56,Male,"Other, unrelated",,,,,Male,Uncle/Aunt
PE011068,3,55,Female,"Other, unrelated",,,,,Female,Uncle/Aunt
PE011068,4,33,Female,"Other, unrelated",,,,,Female,
PE011068,5,46,Male,"Other, unrelated",,,,,Male,
PE011068,6,23,Female,"Other, unrelated",,,,,Female,
PE011068,7,25,Male,"Other, unrelated",,,,,Male,
PE011068,15,6,Male,"Other, unrelated",,,,,Male,
PE011068,16,4,Female,"Other, unrelated",,,,,Female,
PE011068,17,7,Female,"Other, unrelated",,,,,Female,
PE011069,0,5,Male,YL Child,7,Male,YL Child,,,
PE011069,1,51,Male,Biological parent,,,,,,
PE011069,2,41,Female,Biological parent,44,Female,Biological parent,,,
PE011069,3,23,Female,Half-sibling (same mother),,,,,,
PE011069,4,19,Male,Half-sibling (same mother),,,,,,
PE011069,5,9,Female,Brother/sister,12,Female,Brother/sister,,,
PE011069,6,22,Female,Half-sibling (same mother),,,,,,
PE011069,7,20,Female,Half-sibling (same mother),23,Female,Half-sibling (same mother),,,
PE011069,8,5,Male,Nephew/Niece,,,,,,
PE011069,9,3,Male,Nephew/Niece,6,Male,Nephew/Niece,,,
PE011069,10,2,Male,Nephew/Niece,,,,,,
PE011070,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE011070,1,33,Male,Biological parent,35,Male,Biological parent,39,Male,Biological parent
PE011070,2,33,Female,Biological parent,35,Female,Biological parent,39,Female,Biological parent
PE011070,15,7,Male,Brother/sister,10,Male,Brother/sister,14,Male,Brother/sister
PE011070,16,60,Male,Paternal grandparent,62,Male,Paternal grandparent,66,Male,Paternal grandparent
PE011070,17,54,Female,Paternal grandparent,58,Female,Paternal grandparent,62,Female,Paternal grandparent
PE011070,18,,,,,,,3,Male,Brother/sister
PE011071,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE011071,1,27,Male,Biological parent,30,Male,Biological parent,34,Male,Biological parent
PE011071,2,25,Female,Biological parent,27,Female,Biological parent,31,Female,Biological parent
PE011071,3,66,Male,"Other, unrelated",,,,,Male,
PE011071,4,53,Female,Maternal grandparent,,,,,Female,
PE011071,5,22,Male,Uncle/Aunt,,,,,Male,
PE011071,6,19,Female,Uncle/Aunt,,,,,Female,
PE011071,7,17,Female,Uncle/Aunt,,,,,Female,
PE011071,8,15,Female,Uncle/Aunt,,,,,Male,
PE011071,9,23,Female,Uncle/Aunt,,,,,Female,
PE011071,15,4,Male,Cousin,,,,,,
PE011071,16,,,,,,,3,Male,Brother/sister
PE011072,0,6,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE011072,1,33,Male,Biological parent,36,Male,Biological parent,40,Male,Biological parent
PE011072,2,25,Female,Biological parent,27,Female,Biological parent,31,Female,Biological parent
PE011072,3,1,Male,Brother/sister,3,Male,Brother/sister,7,Male,Brother/sister
PE011072,4,,,,,,,3,Female,Brother/sister
PE011073,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE011073,1,34,Male,Biological parent,37,Male,Biological parent,41,Male,Biological parent
PE011073,2,25,Female,Biological parent,28,Female,Biological parent,32,Female,Biological parent
PE011074,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE011074,1,45,Male,Biological parent,47,Male,Biological parent,51,Male,Biological parent
PE011074,2,40,Female,Biological parent,42,Female,Biological parent,46,Female,Biological parent
PE011074,3,16,Male,Brother/sister,18,Male,Brother/sister,22,Male,Brother/sister
PE011074,4,21,Female,Household servant,,,,,Female,
PE011074,5,2,Male,Brother/sister,4,Male,Brother/sister,8,Male,Brother/sister
PE011074,6,,,,,,,72,Female,Maternal grandparent
PE011074,7,,,,,,,48,Female,Nanny/child-minder
PE011075,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE011075,1,51,Male,Biological parent,54,Male,Biological parent,58,Male,Biological parent
PE011075,2,47,Female,Biological parent,50,Female,Biological parent,54,Female,Biological parent
PE011075,3,26,Male,Brother/sister,,,,30,Male,Brother/sister
PE011075,4,24,Female,Brother/sister,,,,29,Female,Brother/sister
PE011075,5,18,Female,Brother/sister,,,,,Female,
PE011075,6,16,Female,Brother/sister,,,,22,Female,Brother/sister
PE011075,7,14,Female,Brother/sister,,,,,Female,
PE011075,15,7,Female,Brother/sister,9,Female,Brother/sister,14,Female,Brother/sister
PE011075,16,1,Male,Nephew/Niece,,,,8,Male,Nephew/Niece
PE011075,17,29,Male,Brother/sister-in-law,,,,36,Male,Brother/sister-in-law
PE011075,18,,,,,,,3,Female,Nephew/Niece
PE011076,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE011076,1,36,Male,Biological parent,39,Male,Biological parent,44,Male,Biological parent
PE011076,2,23,Female,Biological parent,26,Female,Biological parent,30,Female,Biological parent
PE011076,3,64,Female,Paternal grandparent,,,,,Female,
PE011076,4,45,Female,Uncle/Aunt,,,,,Female,
PE011076,5,32,Male,Uncle/Aunt,,,,,Male,
PE011076,6,26,Male,Uncle/Aunt,,,,,Male,
PE011076,7,24,Female,Uncle/Aunt,,,,,Female,
PE011076,8,21,Male,Cousin,,,,,Male,
PE011076,9,16,Female,Cousin,,,,,Female,
PE011076,10,14,Male,Cousin,,,,,Male,
PE011076,15,7,Male,Cousin,,,,,Male,
PE011076,16,8,Male,Cousin,,,,,Male,
PE011076,17,,,,52,Female,Maternal grandparent,56,Female,Maternal grandparent
PE011076,18,,,,19,Female,Uncle/Aunt,23,Female,Uncle/Aunt
PE011076,19,,,,16,Male,Uncle/Aunt,20,Male,Uncle/Aunt
PE011076,20,,,,28,Male,Uncle/Aunt,32,Male,Uncle/Aunt
PE011076,21,,,,3,Female,Cousin,7,Female,Cousin
PE011076,22,,,,0,Female,Brother/sister,4,Female,Brother/sister
PE011077,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE011077,1,34,Male,Biological parent,39,Male,Biological parent,41,Male,Biological parent
PE011077,2,29,Female,Biological parent,34,Female,Biological parent,38,Female,Biological parent
PE011077,3,9,Male,Half-sibling (same mother),,,,,Male,
PE011077,4,,,,2,Male,Brother/sister,6,Male,Brother/sister
PE011077,5,,,,,,,61,Female,Paternal grandparent
PE011077,6,,,,,,,61,Male,Maternal grandparent
PE011078,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE011078,1,31,Female,Biological parent,33,Female,Biological parent,38,Female,Biological parent
PE011078,2,68,Male,Maternal grandparent,,,,76,Male,Maternal grandparent
PE011078,3,56,Female,Maternal grandparent,,,,64,Female,Maternal grandparent
PE011078,4,28,Male,Uncle/Aunt,,,,35,Male,Uncle/Aunt
PE011078,5,26,Male,Uncle/Aunt,,,,33,Male,Uncle/Aunt
PE011078,6,24,Male,Uncle/Aunt,,,,30,Male,Uncle/Aunt
PE011078,7,,,,,,,1,Male,Brother/sister
PE011079,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE011079,1,30,Male,Biological parent,33,Male,Biological parent,37,Male,Biological parent
PE011079,2,30,Female,Biological parent,33,Female,Biological parent,37,Female,Biological parent
PE011079,3,62,Male,Maternal grandparent,,,,,Male,
PE011079,4,60,Female,Maternal grandparent,,,,69,Female,Maternal grandparent
PE011079,5,26,Female,Uncle/Aunt,,,,34,Female,Uncle/Aunt
PE011079,6,2,Male,Brother/sister,4,Male,Brother/sister,8,Male,Brother/sister
PE011079,7,,,,,,,2,Female,Brother/sister
PE011079,8,,,,,,,38,Male,Uncle/Aunt
PE011079,9,,,,,,,6,Male,Cousin
PE011080,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
