hhid,roster_id,age,sex,mother_id,education_complete,current_grade
142,3,34,Mujer,1,beyond secondary,
142,4,20,Mujer,,beyond secondary,
142,5,0,Mujer,4,beyond secondary,
142,6,18,Hombre,,beyond secondary,
143,1,40,Hombre,,beyond secondary,
143,2,35,Mujer,,beyond secondary,12
143,3,10,Hombre,2,beyond secondary,5
143,4,9,Mujer,2,beyond secondary,4
144,1,54,Hombre,,beyond secondary,
144,2,55,Mujer,,beyond secondary,
144,3,25,Mujer,2,beyond secondary,
144,4,23,Hombre,2,beyond secondary,16
144,5,15,Hombre,2,beyond secondary,10
145,4,33,Mujer,,beyond secondary,
145,5,35,Hombre,,beyond secondary,
145,6,8,Hombre,4,beyond secondary,3
145,8,3,Hombre,4,beyond secondary,
146,1,67,Hombre,,beyond secondary,
146,2,57,Mujer,,beyond secondary,
146,3,24,Mujer,2,beyond secondary,
146,4,20,Mujer,,beyond secondary,2
147,1,46,Hombre,,beyond secondary,
147,2,37,Mujer,,beyond secondary,
147,4,78,Hombre,,beyond secondary,
147,5,4,Mujer,2,beyond secondary,
148,3,34,Hombre,,beyond secondary,
148,4,28,Mujer,,beyond secondary,
148,5,10,Mujer,4,beyond secondary,5
148,6,7,Hombre,4,beyond secondary,2
148,7,3,Hombre,4,beyond secondary,
148,10,1,Hombre,4,beyond secondary,
149,1,54,Hombre,,beyond secondary,
149,2,50,Mujer,,beyond secondary,
149,3,32,Mujer,2,beyond secondary,
149,4,6,Mujer,3,beyond secondary,1
149,5,27,Hombre,2,beyond secondary,
149,6,25,Mujer,2,beyond secondary,
149,7,17,Mujer,2,beyond secondary,
149,8,87,Hombre,,beyond secondary,
149,10,29,Hombre,,beyond secondary,
149,11,3,Hombre,6,beyond secondary,
149,12,4,Mujer,,beyond secondary,
149,17,2,Mujer,,beyond secondary,
150,1,65,Mujer,2,beyond secondary,
150,2,90,Mujer,,beyond secondary,
151,1,71,Hombre,,beyond secondary,
151,2,70,Mujer,,beyond secondary,
152,1,64,Hombre,,beyond secondary,
152,2,51,Mujer,,beyond secondary,
152,3,30,Hombre,2,beyond secondary,
152,5,27,Mujer,2,beyond secondary,14
152,6,28,Hombre,2,beyond secondary,
152,7,22,Hombre,2,beyond secondary,
153,1,59,Hombre,,beyond secondary,
153,2,55,Mujer,,beyond secondary,
153,3,25,Hombre,2,beyond secondary,
153,4,22,Mujer,2,beyond secondary,
153,5,13,Hombre,,beyond secondary,7
154,1,30,Hombre,,beyond secondary,
154,2,24,Mujer,,beyond secondary,
154,3,5,Hombre,2,beyond secondary,
155,1,34,Hombre,,beyond secondary,
155,2,31,Mujer,,beyond secondary,
155,3,6,Hombre,2,beyond secondary,1
155,4,3,Hombre,2,beyond secondary,
156,1,43,Mujer,,beyond secondary,
156,3,21,Mujer,1,beyond secondary,
156,4,15,Mujer,1,beyond secondary,10
156,5,13,Hombre,1,beyond secondary,7
156,6,10,Hombre,1,beyond secondary,5
157,1,68,Mujer,,beyond secondary,
157,2,41,Hombre,1,beyond secondary,
157,3,18,Hombre,,beyond secondary,9
157,4,11,Hombre,,beyond secondary,5
157,8,35,Mujer,1,beyond secondary,
157,9,4,Mujer,8,beyond secondary,
158,1,68,Hombre,,beyond secondary,
158,3,25,Mujer,,beyond secondary,
158,4,6,Mujer,3,beyond secondary,1
158,5,23,Hombre,,beyond secondary,
158,12,4,Hombre,3,beyond secondary,
159,1,58,Hombre,,beyond secondary,
159,2,55,Mujer,,beyond secondary,
159,3,31,Hombre,2,beyond secondary,
159,4,10,Hombre,,beyond secondary,5
159,5,29,Hombre,2,beyond secondary,
159,6,12,Mujer,9,beyond secondary,6
159,7,29,Mujer,,beyond secondary,
159,8,8,Mujer,7,beyond secondary,3
159,9,30,Mujer,,beyond secondary,6
160,1,51,Mujer,,beyond secondary,
160,2,28,Mujer,1,beyond secondary,
160,3,24,Hombre,1,beyond secondary,
160,4,20,Hombre,1,beyond secondary,
161,1,42,Mujer,,beyond secondary,
161,4,14,Hombre,1,beyond secondary,1
162,1,53,Hombre,,beyond secondary,15
162,2,51,Mujer,,beyond secondary,2
162,3,32,Hombre,2,beyond secondary,
162,5,18,Mujer,2,beyond secondary,12
163,1,47,Hombre,,beyond secondary,
163,2,36,Mujer,,beyond secondary,1
163,4,9,Mujer,2,beyond secondary,5
164,1,52,Hombre,,beyond secondary,
164,2,50,Mujer,,beyond secondary,
164,3,20,Hombre,2,beyond secondary,13
164,4,19,Hombre,2,beyond secondary,12
164,5,11,Hombre,2,beyond secondary,6
165,1,56,Hombre,,beyond secondary,
165,2,55,Mujer,,beyond secondary,
165,6,14,Hombre,,beyond secondary,7
166,2,54,Mujer,,beyond secondary,
166,3,34,Mujer,2,beyond secondary,
166,4,25,Hombre,2,beyond secondary,
167,1,47,Hombre,,beyond secondary,
167,2,40,Mujer,,beyond secondary,
167,3,8,Mujer,2,beyond secondary,3
167,4,1,Hombre,2,beyond secondary,
168,1,59,Mujer,,beyond secondary,
168,2,20,Hombre,1,beyond secondary,
169,1,30,Hombre,,beyond secondary,
169,2,28,Mujer,,beyond secondary,
169,3,8,Mujer,2,beyond secondary,3
170,1,34,Mujer,,beyond secondary,
170,2,28,Hombre,,beyond secondary,
170,3,24,Mujer,,beyond secondary,
170,4,22,Hombre,,beyond secondary,
170,5,14,Mujer,1,beyond secondary,10
170,6,13,Hombre,1,beyond secondary,7
170,7,21,Mujer,,beyond secondary,
170,8,2,Hombre,7,beyond secondary,
171,1,37,Hombre,4,beyond secondary,
171,2,24,Mujer,,beyond secondary,
171,3,6,Hombre,2,beyond secondary,1
171,4,59,Mujer,,beyond secondary,
171,5,32,Mujer,4,beyond secondary,
171,6,15,Mujer,5,beyond secondary,
171,7,9,Mujer,5,beyond secondary,
171,8,5,Mujer,5,beyond secondary,
171,9,1,Mujer,2,beyond secondary,
172,1,69,Hombre,,beyond secondary,
172,2,58,Mujer,,beyond secondary,
172,3,28,Hombre,2,beyond secondary,
172,4,33,Mujer,2,beyond secondary,
172,5,36,Hombre,,beyond secondary,
172,6,9,Hombre,4,beyond secondary,4
172,7,5,Mujer,4,beyond secondary,
173,1,40,Hombre,,beyond secondary,
173,2,45,Mujer,,beyond secondary,
173,3,13,Hombre,2,beyond secondary,8
173,4,8,Hombre,2,beyond secondary,3
173,5,22,Mujer,2,beyond secondary,
173,6,18,Hombre,2,beyond secondary,12
174,1,48,Hombre,,beyond secondary,
174,2,41,Mujer,,beyond secondary,
174,3,15,Mujer,2,beyond secondary,10
174,4,14,Mujer,2,beyond secondary,9
174,5,9,Hombre,2,beyond secondary,4
175,1,36,Mujer,,beyond secondary,
175,2,12,Mujer,1,beyond secondary,6
175,3,10,Hombre,1,beyond secondary,4
176,1,45,Mujer,,beyond secondary,
176,2,24,Hombre,1,beyond secondary,
176,3,21,Mujer,1,beyond secondary,
176,4,18,Mujer,1,beyond secondary,11
176,6,46,Hombre,,beyond secondary,
176,7,23,Hombre,,beyond secondary,
176,8,19,Mujer,,beyond secondary,
176,9,2,Mujer,3,beyond secondary,
177,1,45,Hombre,,beyond secondary,
177,2,29,Mujer,,beyond secondary,
177,3,10,Mujer,2,beyond secondary,6
178,1,41,Hombre,,beyond secondary,
178,2,40,Mujer,,beyond secondary,
178,3,18,Mujer,2,beyond secondary,12
178,4,13,Hombre,2,beyond secondary,8
179,1,59,Hombre,,beyond secondary,
179,2,52,Mujer,,beyond secondary,
179,4,21,Mujer,2,beyond secondary,
179,5,17,Mujer,2,beyond secondary,11
180,1,55,Hombre,,beyond secondary,
180,2,42,Mujer,,beyond secondary,
180,3,22,Mujer,2,beyond secondary,
180,4,17,Mujer,2,beyond secondary,11
180,5,12,Mujer,2,beyond secondary,7
180,6,10,Hombre,2,beyond secondary,5
181,1,48,Hombre,,beyond secondary,
181,2,34,Mujer,,beyond secondary,
181,3,16,Hombre,2,beyond secondary,11
181,4,14,Hombre,2,beyond secondary,9
181,5,6,Hombre,2,beyond secondary,1
182,1,39,Hombre,,beyond secondary,
182,2,36,Mujer,,beyond secondary,
182,3,11,Hombre,2,beyond secondary,6
183,1,66,Hombre,,beyond secondary,
183,2,47,Mujer,,beyond secondary,
183,6,25,Mujer,2,beyond secondary,
184,1,61,Hombre,,beyond secondary,
184,2,59,Mujer,,beyond secondary,
184,3,21,Hombre,2,beyond secondary,13
184,4,13,Hombre,,beyond secondary,5
184,5,11,Hombre,,beyond secondary,5
184,6,31,Hombre,2,beyond secondary,
185,1,47,Hombre,,beyond secondary,
185,2,48,Mujer,,beyond secondary,
185,3,16,Hombre,2,beyond secondary,10
185,4,14,Mujer,2,beyond secondary,9
186,1,36,Hombre,,beyond secondary,
186,2,34,Mujer,,beyond secondary,
186,3,12,Mujer,2,beyond secondary,7
186,4,6,Hombre,2,beyond secondary,1
187,2,42,Mujer,,beyond secondary,
187,3,24,Hombre,2,beyond secondary,
187,4,21,Mujer,2,beyond secondary,14
187,5,15,Hombre,2,beyond secondary,6
187,6,11,Mujer,2,beyond secondary,3
188,7,31,Mujer,,beyond secondary,
188,8,15,Hombre,7,beyond secondary,8
188,9,13,Hombre,7,beyond secondary,6
188,11,9,Mujer,7,beyond secondary,3
189,14,8,Hombre,19,beyond secondary,3
189,19,47,Mujer,,beyond secondary,
189,20,18,Hombre,19,beyond secondary,
188,21,29,Hombre,,beyond secondary,
190,1,31,Hombre,,beyond secondary,
191,2,32,Mujer,,beyond secondary,
191,3,7,Hombre,2,beyond secondary,2
190,5,32,Mujer,,beyond secondary,
190,6,11,Hombre,5,beyond secondary,5
190,7,12,Mujer,5,beyond secondary,7
192,1,48,Hombre,2,beyond secondary,
192,2,65,Mujer,,beyond secondary,
193,1,55,Mujer,,beyond secondary,
193,3,16,Hombre,1,beyond secondary,9
193,4,10,Mujer,1,beyond secondary,5
194,1,52,Mujer,,beyond secondary,
194,2,28,Mujer,1,beyond secondary,
194,4,8,Mujer,2,beyond secondary,1
194,5,7,Hombre,2,beyond secondary,1
194,7,6,Hombre,2,beyond secondary,0
194,8,3,Hombre,2,beyond secondary,
195,1,52,Mujer,,beyond secondary,
195,3,21,Mujer,1,beyond secondary,13
195,4,19,Hombre,1,beyond secondary,
195,5,15,Mujer,1,beyond secondary,10
195,6,15,Mujer,1,beyond secondary,10
195,8,5,Mujer,,beyond secondary,
195,9,4,Mujer,,beyond secondary,
195,10,31,Mujer,1,beyond secondary,
196,1,49,Hombre,,beyond secondary,
196,2,35,Mujer,,beyond secondary,
196,3,17,Hombre,2,beyond secondary,12
196,4,13,Mujer,2,beyond secondary,8
196,5,11,Hombre,2,beyond secondary,5
197,1,31,Hombre,,beyond secondary,
197,2,26,Mujer,,beyond secondary,
197,3,7,Mujer,2,beyond secondary,1
197,4,2,Mujer,2,beyond secondary,
198,1,51,Hombre,,beyond secondary,
198,2,47,Mujer,,beyond secondary,
198,3,26,Hombre,2,beyond secondary,
198,4,25,Hombre,2,beyond secondary,
198,5,22,Mujer,,beyond secondary,
198,6,5,Hombre,5,beyond secondary,
198,7,4,Mujer,5,beyond secondary,
199,1,28,Hombre,5,beyond secondary,
200,2,32,Mujer,,beyond secondary,1
200,3,6,Mujer,2,beyond secondary,1
200,4,4,Hombre,2,beyond secondary,
199,5,51,Mujer,,beyond secondary,
199,6,44,Hombre,,beyond secondary,
201,1,42,Mujer,,beyond secondary,
201,2,17,Hombre,1,beyond secondary,12
201,3,15,Mujer,1,beyond secondary,9
201,5,29,Hombre,,beyond secondary,
201,6,40,Hombre,,beyond secondary,
201,7,16,Mujer,,beyond secondary,8
202,1,45,Hombre,,beyond secondary,
202,2,38,Mujer,,beyond secondary,
202,4,17,Mujer,2,beyond secondary,11
202,5,12,Mujer,2,beyond secondary,7
203,1,75,Hombre,,beyond secondary,
203,2,69,Mujer,,beyond secondary,
203,3,42,Hombre,2,beyond secondary,
203,4,13,Mujer,,beyond secondary,6
204,1,53,Hombre,,beyond secondary,
204,2,49,Mujer,,beyond secondary,
204,4,18,Hombre,2,beyond secondary,13
204,5,18,Hombre,2,beyond secondary,13
205,1,57,Hombre,,beyond secondary,
205,2,54,Mujer,,beyond secondary,
206,1,55,Hombre,,beyond secondary,
206,2,52,Mujer,,beyond secondary,
206,3,11,Hombre,2,beyond secondary,
206,4,25,Mujer,2,beyond secondary,2
206,5,9,Hombre,4,beyond secondary,1
206,6,7,Mujer,4,beyond secondary,1
206,7,5,Mujer,4,beyond secondary,
207,1,31,Hombre,,beyond secondary,
207,2,29,Mujer,,beyond secondary,
207,3,4,Mujer,2,beyond secondary,
208,1,60,Hombre,,beyond secondary,
208,2,57,Mujer,,beyond secondary,13
208,4,20,Hombre,2,beyond secondary,14
208,7,30,Mujer,2,beyond secondary,
209,1,29,Hombre,,beyond secondary,
209,2,25,Mujer,,beyond secondary,
209,3,9,Mujer,2,beyond secondary,4
209,4,3,Mujer,2,beyond secondary,
210,1,44,Mujer,,beyond secondary,
210,4,25,Mujer,1,beyond secondary,2
210,5,9,Mujer,4,beyond secondary,2
210,6,7,Hombre,4,beyond secondary,1
210,7,3,Hombre,4,beyond secondary,
210,8,29,Mujer,1,beyond secondary,2
210,9,4,Mujer,8,beyond secondary,
211,1,77,Mujer,,beyond secondary,
211,2,49,Hombre,1,beyond secondary,
211,4,47,Hombre,1,beyond secondary,
211,5,45,Mujer,1,beyond secondary,
211,6,17,Hombre,5,beyond secondary,
211,7,13,Hombre,5,beyond secondary,7
212,2,58,Mujer,,beyond secondary,
212,3,36,Mujer,2,beyond secondary,15
212,4,7,Hombre,3,beyond secondary,2
212,5,16,Mujer,,beyond secondary,10
212,6,12,Hombre,,beyond secondary,7
212,7,38,Hombre,2,beyond secondary,
212,8,0,Hombre,5,beyond secondary,
212,9,11,Hombre,3,beyond secondary,5
213,1,35,Hombre,,beyond secondary,
213,2,23,Mujer,,beyond secondary,
214,2,29,Mujer,7,beyond secondary,
214,3,13,Hombre,2,beyond secondary,6
214,4,9,Mujer,2,beyond secondary,4
214,5,6,Mujer,2,beyond secondary,0
214,6,3,Hombre,2,beyond secondary,
280,7,25,Hombre,2,beyond secondary,
214,7,48,Mujer,,beyond secondary,
214,8,26,Hombre,7,beyond secondary,12
215,2,51,Mujer,,beyond secondary,
215,6,3,Mujer,,beyond secondary,
215,7,25,Hombre,,beyond secondary,
215,8,24,Hombre,,beyond secondary,15
216,1,70,Hombre,,beyond secondary,
216,2,53,Mujer,,beyond secondary,
216,3,37,Hombre,,beyond secondary,
216,4,29,Hombre,,beyond secondary,
217,1,64,Hombre,,beyond secondary,
217,2,53,Mujer,,beyond secondary,
217,5,21,Mujer,2,beyond secondary,15
218,1,44,Mujer,6,beyond secondary,
218,4,26,Hombre,,beyond secondary,
218,5,95,Hombre,,beyond secondary,
218,6,88,Mujer,,beyond secondary,
219,1,28,Hombre,6,beyond secondary,
220,2,30,Mujer,,beyond secondary,
220,3,9,Hombre,2,beyond secondary,3
220,4,7,Mujer,2,beyond secondary,1
220,5,5,Hombre,2,beyond secondary,
219,6,58,Mujer,,beyond secondary,
221,1,58,Hombre,,beyond secondary,
221,2,53,Mujer,,beyond secondary,
222,1,47,Hombre,,beyond secondary,
222,3,59,Mujer,4,beyond secondary,
222,4,95,Mujer,,beyond secondary,
222,5,25,Mujer,,beyond secondary,
222,6,4,Hombre,5,beyond secondary,
222,7,1,Mujer,5,beyond secondary,
222,8,27,Mujer,3,beyond secondary,
222,9,12,Mujer,8,beyond secondary,
222,10,5,Hombre,8,beyond secondary,
223,1,30,Hombre,2,beyond secondary,
223,2,71,Mujer,,beyond secondary,
224,1,30,Hombre,,beyond secondary,
224,3,6,Mujer,,beyond secondary,1
224,4,5,Mujer,,beyond secondary,
224,5,22,Mujer,,beyond secondary,
224,6,1,Hombre,5,beyond secondary,
225,1,37,Hombre,,beyond secondary,
225,2,31,Mujer,,beyond secondary,2
225,4,11,Mujer,2,beyond secondary,6
225,5,2,Mujer,2,beyond secondary,
226,1,46,Hombre,,beyond secondary,
226,2,54,Mujer,,beyond secondary,
226,3,16,Mujer,2,beyond secondary,10
227,1,44,Hombre,,beyond secondary,
227,2,44,Mujer,,beyond secondary,
227,3,24,Hombre,2,beyond secondary,
227,4,22,Hombre,2,beyond secondary,
227,5,14,Hombre,2,beyond secondary,6
227,6,8,Mujer,2,beyond secondary,3
228,1,63,Hombre,,beyond secondary,
229,2,34,Hombre,,beyond secondary,
229,3,33,Mujer,,beyond secondary,
229,4,10,Hombre,3,beyond secondary,4
228,5,63,Mujer,,beyond secondary,
228,6,20,Hombre,5,beyond secondary,
228,7,20,Mujer,,beyond secondary,
228,8,0,Hombre,7,beyond secondary,
230,1,40,Hombre,,beyond secondary,
230,2,39,Mujer,,beyond secondary,
230,3,15,Mujer,2,beyond secondary,8
230,4,12,Mujer,2,beyond secondary,6
230,5,9,Hombre,2,beyond secondary,3
230,6,5,Hombre,2,beyond secondary,
231,1,39,Hombre,,beyond secondary,
231,2,38,Mujer,,beyond secondary,13
231,3,18,Mujer,2,beyond secondary,12
231,4,15,Hombre,2,beyond secondary,10
231,5,6,Hombre,2,beyond secondary,1
232,1,46,Hombre,,beyond secondary,
232,2,29,Mujer,,beyond secondary,
232,3,9,Hombre,2,beyond secondary,4
232,5,2,Mujer,2,beyond secondary,
232,6,14,Hombre,2,beyond secondary,8
233,1,34,Mujer,,beyond secondary,13
233,2,13,Mujer,1,beyond secondary,7
233,3,11,Mujer,1,beyond secondary,6
233,4,4,Hombre,1,beyond secondary,
233,5,41,Hombre,,beyond secondary,
234,1,48,Mujer,,beyond secondary,
234,2,24,Mujer,1,beyond secondary,
234,3,20,Mujer,1,beyond secondary,
234,4,2,Hombre,3,beyond secondary,
235,1,61,Mujer,,beyond secondary,
235,2,34,Mujer,1,beyond secondary,
236,1,42,Hombre,,beyond secondary,
236,2,46,Mujer,,beyond secondary,
236,5,16,Mujer,2,beyond secondary,
236,6,15,Hombre,2,beyond secondary,7
236,7,8,Mujer,2,beyond secondary,3
237,1,40,Mujer,,beyond secondary,
237,2,14,Mujer,1,beyond secondary,9
237,3,12,Mujer,1,beyond secondary,7
238,1,35,Hombre,,beyond secondary,
238,2,37,Mujer,,beyond secondary,
238,3,19,Mujer,2,beyond secondary,
238,4,11,Mujer,2,beyond secondary,6
238,5,2,Hombre,2,beyond secondary,
238,6,3,Mujer,3,beyond secondary,
239,1,57,Hombre,,beyond secondary,
239,2,49,Mujer,,beyond secondary,
239,6,13,Mujer,2,beyond secondary,8
239,7,22,Mujer,2,beyond secondary,
239,8,0,Hombre,7,beyond secondary,
240,1,43,Hombre,,beyond secondary,
240,2,53,Mujer,,beyond secondary,
240,3,22,Mujer,2,beyond secondary,
240,4,19,Mujer,2,beyond secondary,
240,5,12,Hombre,2,beyond secondary,7
240,7,5,Hombre,3,beyond secondary,
240,8,3,Mujer,3,beyond secondary,
240,10,1,Mujer,3,beyond secondary,
240,11,0,Mujer,4,beyond secondary,
241,1,44,Hombre,,beyond secondary,9
241,2,37,Mujer,,beyond secondary,8
241,3,19,Mujer,2,beyond secondary,12
241,4,13,Mujer,2,beyond secondary,7
242,2,29,Mujer,,beyond secondary,
242,3,13,Mujer,2,beyond secondary,6
242,4,9,Hombre,2,beyond secondary,3
242,5,2,Hombre,2,beyond secondary,
243,1,43,Mujer,,beyond secondary,
243,2,17,Mujer,1,beyond secondary,11
243,3,16,Hombre,1,beyond secondary,9
243,5,46,Hombre,,beyond secondary,
243,6,42,Hombre,,beyond secondary,
243,7,40,Hombre,,beyond secondary,
243,8,47,Hombre,,beyond secondary,
244,2,74,Mujer,,beyond secondary,
244,3,36,Mujer,2,beyond secondary,13
244,4,7,Hombre,3,beyond secondary,1
244,5,34,Mujer,2,beyond secondary,
244,6,8,Mujer,,beyond secondary,1
244,7,37,Hombre,,beyond secondary,
245,1,53,Hombre,,beyond secondary,
245,2,52,Mujer,,beyond secondary,
245,5,21,Mujer,2,beyond secondary,
245,6,14,Hombre,2,beyond secondary,9
245,7,23,Hombre,,beyond secondary,
246,2,33,Mujer,,beyond secondary,
246,3,7,Hombre,2,beyond secondary,2
246,4,38,Hombre,,beyond secondary,
247,1,40,Hombre,,beyond secondary,
247,2,37,Mujer,,beyond secondary,
247,3,11,Hombre,2,beyond secondary,6
248,1,51,Hombre,,beyond secondary,
248,2,42,Mujer,,beyond secondary,
249,1,70,Mujer,,beyond secondary,
249,2,36,Mujer,1,beyond secondary,
249,3,5,Mujer,2,beyond secondary,
250,1,55,Hombre,,beyond secondary,
250,2,52,Mujer,,beyond secondary,
250,3,19,Hombre,2,beyond secondary,12
250,4,14,Mujer,2,beyond secondary,9
251,1,48,Mujer,7,beyond secondary,
251,2,45,Hombre,,beyond secondary,
251,3,23,Hombre,1,beyond secondary,16
251,4,17,Hombre,1,beyond secondary,
251,6,6,Mujer,,beyond secondary,1
251,7,88,Mujer,,beyond secondary,
251,8,5,Mujer,,beyond secondary,
252,1,52,Hombre,,beyond secondary,
252,2,62,Mujer,,beyond secondary,
253,1,46,Hombre,,beyond secondary,
254,2,33,Mujer,,beyond secondary,
253,2,61,Mujer,,beyond secondary,
254,3,14,Mujer,2,beyond secondary,8
253,3,34,Hombre,2,beyond secondary,
253,4,13,Hombre,,beyond secondary,5
254,4,13,Hombre,2,beyond secondary,6
253,5,5,Hombre,,beyond secondary,
254,5,12,Hombre,2,beyond secondary,5
254,6,9,Hombre,2,beyond secondary,4
255,1,63,Hombre,,beyond secondary,
255,2,61,Mujer,,beyond secondary,
255,3,26,Mujer,2,beyond secondary,
255,4,4,Mujer,3,beyond secondary,
256,1,41,Mujer,,beyond secondary,
256,2,14,Mujer,1,beyond secondary,9
257,1,55,Hombre,,beyond secondary,
257,2,48,Mujer,,beyond secondary,
257,3,15,Hombre,2,beyond secondary,9
257,4,38,Mujer,,beyond secondary,
258,1,67,Hombre,,beyond secondary,
258,2,63,Mujer,,beyond secondary,
258,3,39,Mujer,2,beyond secondary,
258,4,39,Hombre,,beyond secondary,
258,5,20,Hombre,3,beyond secondary,1
258,6,17,Mujer,,beyond secondary,11
258,7,42,Mujer,2,beyond secondary,
258,8,25,Hombre,7,beyond secondary,13
258,9,19,Hombre,7,beyond secondary,11
258,10,13,Mujer,7,beyond secondary,7
259,1,65,Hombre,,beyond secondary,
259,2,64,Mujer,,beyond secondary,
259,3,23,Mujer,,beyond secondary,16
259,4,17,Hombre,,beyond secondary,
260,1,51,Hombre,,beyond secondary,
260,2,51,Mujer,,beyond secondary,
261,1,31,Hombre,,beyond secondary,
261,2,27,Mujer,,beyond secondary,
262,1,60,Hombre,,beyond secondary,
262,2,43,Mujer,,beyond secondary,
262,5,16,Hombre,2,beyond secondary,7
262,6,23,Hombre,2,beyond secondary,
263,1,44,Hombre,,beyond secondary,
263,2,44,Mujer,,beyond secondary,
263,3,12,Mujer,2,beyond secondary,7
263,4,8,Hombre,2,beyond secondary,3
263,5,7,Mujer,,beyond secondary,2
264,1,75,Hombre,,beyond secondary,
264,2,69,Mujer,,beyond secondary,
265,1,36,Hombre,,beyond secondary,
265,2,36,Mujer,,beyond secondary,
265,3,16,Hombre,2,beyond secondary,
265,4,14,Hombre,2,beyond secondary,6
265,5,12,Hombre,2,beyond secondary,4
265,6,7,Hombre,2,beyond secondary,2
266,1,47,Hombre,,beyond secondary,
266,2,44,Mujer,,beyond secondary,
266,3,17,Mujer,2,beyond secondary,1
266,4,92,Hombre,,beyond secondary,
266,5,0,Hombre,3,beyond secondary,
267,1,38,Mujer,,beyond secondary,
267,3,15,Hombre,1,beyond secondary,
268,1,40,Mujer,,beyond secondary,
269,2,52,Hombre,6,beyond secondary,
268,5,12,Mujer,1,beyond secondary,7
269,6,81,Mujer,,beyond secondary,
270,1,34,Hombre,,beyond secondary,
270,2,37,Mujer,,beyond secondary,
270,3,19,Mujer,2,beyond secondary,12
270,4,12,Mujer,2,beyond secondary,7
270,5,11,Hombre,2,beyond secondary,5
270,6,10,Mujer,2,beyond secondary,5
271,1,35,Hombre,,beyond secondary,
271,2,30,Mujer,,beyond secondary,
271,3,6,Mujer,2,beyond secondary,1
271,4,1,Hombre,2,beyond secondary,
273,1,60,Hombre,,beyond secondary,
273,2,60,Mujer,,beyond secondary,
272,3,30,Mujer,,beyond secondary,
272,4,6,Mujer,3,beyond secondary,1
