hh_id,indiv_id,sex_2004,sex_2007,sex_2011
PE021010,7,Male,-99,Male
PE021010,8,Male,-99,Male
PE021010,9,Male,-99,Male
PE021011,0,Female,Female,Female
PE021011,1,Male,Male,Male
PE021011,2,Female,Female,Female
PE021011,3,Male,Male,Male
PE021011,4,Female,Female,Female
PE021011,15,Male,Male,Male
PE021011,16,Male,Male,Male
PE021012,0,Male,Male,Male
PE021012,1,Male,Male,Male
PE021012,2,Female,Female,Female
PE021012,3,Female,Female,Female
PE021012,4,Female,Female,Female
PE021012,5,-99,-99,Male
PE021013,0,Male,Male,Male
PE021013,1,Male,Male,Male
PE021013,2,Female,Female,Female
PE021013,3,-99,Male,Male
PE021014,0,Female,Female,Female
PE021014,1,Male,Male,Male
PE021014,2,Female,Female,Female
PE021014,3,Female,-99,Female
PE021014,4,Male,-99,Male
PE021014,5,Male,-99,Male
PE021014,6,Female,-99,Female
PE021014,7,Male,-99,Male
PE021014,8,Male,-99,Male
PE021014,9,Female,-99,Female
PE021014,10,Male,-99,Male
PE021014,15,Male,Male,Male
PE021014,16,Female,-99,Female
PE021014,17,Female,Female,Female
PE021014,18,-99,Female,Female
PE021015,0,Male,Male,Male
PE021015,1,Male,Male,Male
PE021015,2,Female,Female,Female
PE021015,3,Male,Male,Male
PE021015,4,-99,Female,Female
PE021016,0,Female,Female,Female
PE021016,1,Male,Male,Male
PE021016,2,Female,Female,Female
PE021016,3,Male,Male,Male
PE021017,0,Male,Male,Male
PE021017,1,Male,Male,Male
PE021017,2,Female,Female,Female
PE021017,3,-99,Female,Female
PE021018,0,Female,Female,Female
PE021018,1,Male,Male,Male
PE021018,2,Female,Female,Female
PE021018,3,-99,-99,Male
PE021019,0,Female,Female,Female
PE021019,1,Male,Male,Male
PE021019,2,Female,Female,Female
PE021019,3,Female,Female,Female
PE021019,4,-99,-99,Female
PE021020,0,Male,Male,Male
PE021020,1,Male,Male,Male
PE021020,2,Female,Female,Female
PE021020,3,Female,Female,Female
PE021020,4,Male,-99,Male
PE021020,5,-99,Male,Male
PE021021,0,Male,Male,Male
PE021021,1,Female,Female,Female
PE021021,2,Male,Male,Male
PE021021,3,Female,Female,Female
PE021021,4,Male,Male,Male
PE021021,5,Male,-99,Male
PE021021,6,Male,Male,Male
PE021022,0,Male,Male,Male
PE021022,1,Male,Male,Male
PE021022,2,Female,Female,Female
PE021022,3,Male,Male,Male
PE021022,4,Female,Female,Female
PE021022,15,Female,Female,Female
PE021022,16,-99,Male,Male
PE021023,0,Male,Male,Male
PE021023,1,Male,Male,Male
PE021023,2,Female,Female,Female
PE021023,3,-99,Male,Male
PE021023,4,-99,-99,Male
PE021024,0,Female,Female,Female
PE021024,1,Male,Male,Male
PE021024,2,Female,Female,Female
PE021024,3,Male,Male,Male
PE021024,4,Female,Female,Female
PE021024,15,Male,Male,Male
PE021024,16,-99,Female,Female
PE021025,0,Female,Female,Female
PE021025,1,Male,Male,Male
PE021025,2,Female,Female,Female
PE021025,3,Male,Male,Male
PE021025,4,Male,Male,Male
PE021026,0,Male,Male,Male
PE021026,1,Male,Male,Male
PE021026,2,Female,Female,Female
PE021026,3,Female,Female,Female
PE021026,4,Female,Female,Female
PE021027,0,Male,Male,Male
PE021027,1,Female,Female,Female
PE021027,2,Male,Male,Male
PE021027,3,Female,Female,Female
PE021027,4,Female,Female,Female
PE021027,5,Male,-99,Male
PE021027,6,Female,-99,Female
PE021027,7,Female,Female,Female
PE021027,8,Female,Female,Female
PE021028,0,Male,Male,Male
PE021028,1,Male,Male,Male
PE021028,2,Female,Female,Female
PE021028,3,Male,Male,Male
PE021028,4,Male,Male,Male
PE021028,15,Female,Female,Female
PE021028,16,Male,Male,Male
PE021029,0,Male,Male,Male
PE021029,1,Male,Male,Male
PE021029,2,Female,Female,Female
PE021029,3,Female,Female,Female
PE021029,15,Female,Female,Female
PE021029,16,-99,Male,Male
PE021029,17,-99,-99,Male
PE021030,0,Female,Female,Female
PE021030,1,Male,Male,Male
PE021030,2,Female,Female,Female
PE021030,3,Female,Female,Female
PE021030,4,Male,Male,Male
PE021030,5,Male,Male,Male
PE021030,15,Male,Male,Male
PE021030,16,Male,Male,Male
PE021031,0,Male,Male,Male
PE021031,1,Male,Male,Male
PE021031,2,Female,Female,Female
PE021031,15,Female,Female,Female
PE021031,16,-99,Male,Male
PE021031,17,-99,Male,Male
PE021032,0,Female,Female,Female
PE021032,1,Male,Male,Male
PE021032,2,Female,Female,Female
PE021032,3,Female,Female,Female
PE021032,4,Male,Male,Male
PE021032,5,Male,-99,Male
PE021032,6,Male,-99,Male
PE021032,7,Female,-99,Female
PE021032,15,Male,-99,Male
PE021032,16,-99,-99,Female
PE021033,0,Male,Male,Male
PE021033,1,Male,Male,Male
PE021033,2,Female,Female,Female
PE021033,3,Male,Male,Male
PE021033,4,-99,Female,Female
PE021034,0,Male,Male,Male
PE021034,1,Male,Male,Male
PE021034,2,Female,Female,Female
PE021034,3,Female,Female,Female
PE021035,0,Male,Male,Male
PE021035,1,Male,Male,Male
PE021035,2,Female,Female,Female
PE021035,3,-99,Male,Male
PE021036,0,Female,Female,Female
PE021036,1,Male,Male,Male
PE021036,2,Female,Female,Female
PE021036,3,Female,-99,-99
PE021036,4,Male,Male,Male
PE021036,5,Male,-99,-99
PE021036,15,Female,Female,Female
PE021036,16,Female,Female,Female
PE021036,17,-99,-99,Male
PE021037,0,Male,Male,Male
PE021037,1,Male,Male,Male
PE021037,2,Female,Female,Female
PE021037,3,Male,Male,Male
PE021037,4,Female,Female,Female
PE021037,5,Male,Male,Male
PE021038,0,Male,Male,Male
PE021038,1,Male,Male,Male
PE021038,2,Female,Female,Female
PE021038,15,Female,Female,Female
PE021038,16,-99,-99,Male
PE021039,0,Female,Female,Female
PE021039,1,Male,Male,Male
PE021039,2,Female,Female,Female
PE021039,3,Female,Female,Female
PE021039,4,-99,-99,Female
PE021040,0,Male,Male,Male
PE021040,1,Female,Female,Female
PE021040,2,Female,-99,Female
PE021040,3,Male,-99,Male
PE021040,4,Male,Male,Male
PE021040,5,Female,Female,Female
PE021040,6,-99,-99,Female
PE021041,0,Female,Female,Female
PE021041,1,Male,Male,Male
PE021041,2,Female,Female,Female
PE021041,3,-99,Female,Female
PE021041,4,-99,-99,Female
PE021042,0,Female,Female,Female
PE021042,1,Male,Male,Male
PE021042,2,Female,Female,Female
PE021042,3,Male,-99,Male
PE021042,15,Male,Male,Male
PE021042,16,Female,Female,Female
PE021043,0,Male,Male,Male
PE021043,1,Female,Female,Female
PE021043,2,Male,-99,Male
PE021043,3,Female,-99,Female
PE021043,4,Male,Male,Male
PE021043,5,-99,Female,Female
PE021043,6,-99,Male,Male
PE021044,0,Female,Female,Female
PE021044,1,Male,Male,Male
PE021044,2,Female,Female,Female
PE021044,3,Female,-99,Female
PE021044,4,Male,-99,Male
PE021044,5,Male,-99,Male
PE021044,6,-99,Male,Male
PE021044,7,-99,Female,Female
PE021045,0,Female,Female,Female
PE021045,1,Male,Male,Male
PE021045,2,Female,Female,Female
PE021045,3,Female,Female,Female
PE021045,4,Male,-99,Male
PE021045,5,Male,Male,Male
PE021045,6,-99,-99,Male
PE021046,0,Male,Male,Male
PE021046,1,Male,Male,Male
PE021046,2,Female,Female,Female
PE021046,3,Male,Male,Male
PE021046,4,Female,-99,Female
PE021046,5,Female,-99,Female
PE021046,6,Male,Male,Male
PE021046,7,Female,-99,Female
PE021046,8,Female,Female,Female
PE021046,15,Female,Female,Female
PE021046,16,Female,Female,Female
PE021046,17,-99,Female,Female
PE021046,18,-99,-99,Male
PE021046,19,-99,-99,Female
PE021047,0,Female,Female,Female
PE021047,1,Male,Male,Male
PE021047,2,Female,Female,Female
PE021047,3,Female,Female,Female
PE021047,4,Female,Female,Female
PE021047,5,Male,Male,Male
PE021047,6,Female,Female,Female
PE021048,0,Female,Female,Female
PE021048,1,Male,-99,Male
PE021048,2,Female,Female,Female
PE021048,3,Male,Male,Male
PE021048,4,Female,-99,Female
PE021048,15,Female,Female,Female
PE021049,0,Male,Male,Male
PE021049,1,Male,Male,Male
PE021049,2,Female,Female,Female
PE021049,3,Female,Female,Female
PE021049,15,Male,Male,Male
PE021050,0,Male,Male,Male
PE021050,1,Male,Male,Male
PE021050,2,Female,Female,Female
PE021050,15,Female,Female,Female
PE021050,16,Female,Female,Female
PE021050,17,Male,-99,-99
PE021051,0,Male,Male,Male
PE021051,1,Male,Male,Male
PE021051,2,Female,Female,Female
PE021051,3,Female,Female,Female
PE021051,4,Female,Female,Female
PE021051,5,-99,Male,Male
PE021051,6,-99,-99,Male
PE021052,0,Female,Female,Female
PE021052,1,Male,Male,Male
PE021052,2,Female,Female,Female
PE021052,3,Male,Male,Male
PE021052,4,Male,Male,Male
PE021052,5,Female,Female,Female
PE021052,6,Male,Male,Male
PE021052,7,Female,Female,Female
PE021052,8,Male,Male,Male
PE021053,0,Female,Female,Female
PE021053,1,Male,Male,Male
PE021053,2,Female,Female,Female
PE021053,3,Female,-99,Female
PE021053,4,Male,-99,Male
PE021053,5,Male,-99,Male
PE021053,6,Female,-99,Female
PE021053,15,Female,-99,Female
PE021054,0,Male,Male,Male
PE021054,1,Male,Male,Male
PE021054,2,Female,Female,Female
PE021054,15,Female,Female,Female
PE021055,0,Male,Male,Male
PE021055,1,Male,Male,Male
PE021055,2,Female,Female,Female
PE021055,3,Male,Male,Male
PE021056,0,Male,Male,Male
PE021056,1,Male,Male,Male
PE021056,2,Female,Female,Female
PE021056,3,Male,-99,Male
PE021056,15,Male,Male,Male
PE021056,16,Male,Male,Male
PE021056,17,Female,Female,Female
PE021057,0,Male,Male,Male
PE021057,1,Male,Male,Male
PE021057,2,Female,Female,Female
PE021057,3,Female,Female,Female
PE021057,4,Female,Female,Female
PE021057,5,Female,Female,Female
PE021058,0,Male,Male,Male
PE021058,1,Male,Male,Male
PE021058,2,Female,Female,Female
PE021058,3,-99,Female,Female
PE021059,0,Female,Female,Female
PE021059,1,Male,Male,Male
PE021059,2,Female,Female,Female
PE021059,3,Male,-99,Male
PE021059,4,Female,-99,Female
PE021059,5,Female,-99,Female
PE021059,15,Male,-99,Male
PE021059,16,Male,-99,Male
PE021059,17,Female,Female,Female
PE021059,18,Female,Female,Female
PE021060,0,Female,Female,Female
PE021060,1,Male,Male,Male
PE021060,2,Female,Female,Female
PE021060,3,Male,-99,Male
PE021060,4,Female,-99,Female
PE021060,5,Male,-99,Male
PE021060,6,Male,-99,Male
PE021060,7,Female,-99,Female
PE021060,8,-99,Male,Male
PE021060,9,-99,-99,Male
PE021060,10,-99,-99,Female
PE021060,11,-99,-99,Male
PE021060,12,-99,-99,Male
PE021060,13,-99,-99,Male
PE021061,0,Female,Female,Female
PE021061,1,Male,Male,Male
PE021061,2,Female,Female,Female
PE021061,3,Female,Female,Female
PE021061,4,Male,Male,Male
PE021062,0,Female,Female,Female
PE021062,1,Male,Male,Male
PE021062,2,Female,Female,Female
PE021062,3,Male,-99,Male
PE021062,4,Female,-99,Female
PE021062,5,Male,-99,Male
PE021062,6,Female,-99,Female
PE021062,7,Female,Female,Female
PE021062,8,-99,-99,Female
PE021063,0,Female,Female,Female
PE021063,1,Male,Male,Male
PE021063,2,Female,Female,Female
PE021063,3,Male,-99,-99
PE021063,4,Female,-99,Female
PE021063,5,Female,-99,Female
PE021063,6,Male,-99,Male
PE021064,0,Female,Female,Female
PE021064,1,Male,Male,Male
PE021064,2,Female,Female,Female
PE021064,3,Male,Male,Male
PE021064,4,Female,Female,Female
PE021064,5,Male,Male,Male
PE021064,6,Female,Female,Female
PE021064,7,-99,-99,Female
PE021065,0,Female,Female,Female
PE021065,1,Female,Female,Female
PE021065,2,Male,-99,Male
PE021065,3,Male,-99,Female
PE021065,4,Male,-99,Male
PE021065,5,Female,-99,Female
PE021065,6,Female,-99,Female
PE021065,7,Female,-99,Female
PE021065,8,-99,Female,Female
PE021065,9,-99,Male,Male
PE021065,10,-99,Female,Female
PE021065,11,-99,Female,Female
PE021065,12,-99,Female,Female
PE021065,13,-99,Male,Male
PE021066,0,Male,Male,Male
PE021066,1,Male,Male,Male
PE021066,2,Female,Female,Female
PE021066,15,Female,Female,Female
PE021066,16,Male,Male,Male
PE021067,0,Female,Female,Female
PE021067,1,Male,-99,Male
PE021067,2,Female,Female,Female
PE021067,3,Male,-99,Male
PE021067,4,Female,-99,Female
PE021067,5,Female,-99,Female
PE021067,6,Male,-99,Male
PE021067,7,Female,-99,Female
PE021067,8,Male,-99,Male
PE021067,9,Male,Male,Male
PE021067,10,Female,Female,Female
PE021067,11,Male,Male,Male
PE021067,12,Male,Male,Male
PE021067,13,Female,Female,Female
PE021067,14,-99,Male,Male
PE021068,0,Female,Female,Female
PE021068,1,Male,Male,Male
PE021068,2,Female,Female,Female
PE021068,3,Male,Male,Male
PE021068,4,Female,Female,Female
PE021068,5,-99,Male,Male
PE021069,0,Female,Female,Female
PE021069,1,Male,Male,Male
PE021069,2,Female,Female,Female
PE021069,3,Male,Male,Male
PE021069,15,Male,Male,Male
PE021069,16,Male,Male,Male
PE021069,17,-99,Male,Male
PE021070,0,Male,Male,Male
PE021070,1,Male,Male,Male
PE021070,2,Female,Female,Female
PE021070,3,Male,-99,Male
PE021070,4,Female,-99,Female
PE021070,5,-99,Female,Female
PE021071,0,Male,Male,Male
PE021071,1,Male,Male,Male
PE021071,2,Female,Female,Female
PE021071,3,Female,Female,Female
PE021071,4,-99,-99,Male
PE021072,0,Female,Female,Female
PE021072,1,Male,Male,Male
PE021072,2,Female,Female,Female
PE021072,3,Male,Male,Male
PE021072,4,Male,Female,Female
PE021072,5,Female,Female,Female
PE021072,6,Female,Female,Female
PE021072,7,Female,Female,Female
PE021072,8,Male,-99,Male
PE021072,9,Female,-99,Female
PE021072,10,Female,Female,Female
PE021072,11,Female,-99,Female
PE021072,12,Female,-99,Female
PE021072,13,-99,Female,Female
PE021072,14,-99,Male,Male
PE021072,15,-99,-99,Male
PE021072,16,-99,-99,Male
PE021072,17,-99,-99,Female
PE021072,18,-99,-99,Female
PE021073,0,Female,Female,Female
PE021073,1,Male,Male,Male
PE021073,2,Female,Female,Female
PE021073,3,Male,-99,Male
PE021073,4,Female,-99,Female
PE021073,5,Male,-99,Male
PE021073,6,Female,-99,Female
PE021073,7,Female,Female,Female
PE021074,0,Male,Male,Male
PE021074,1,Male,Male,Male
PE021074,2,Female,Female,Female
PE021074,3,Male,Male,Male
PE021074,4,-99,-99,Female
PE021075,0,Male,Male,Male
PE021075,1,Female,Female,Female
PE021075,2,Male,Male,Male
PE021075,3,Male,Male,Male
PE021075,4,Male,Male,Male
PE021075,5,Male,Male,Male
PE021075,6,Female,Female,Female
PE021075,15,Female,Female,Female
PE021075,16,Female,Female,Female
PE021075,17,-99,Female,Female
PE021076,0,Female,Female,Female
PE021076,1,Male,Male,Male
PE021076,2,Female,Female,Female
PE021076,3,Female,Female,Female
PE021077,0,Female,Female,Female
PE021077,1,Male,Male,Male
PE021077,2,Female,Female,Female
PE021077,3,Male,Male,Male
PE021078,0,Male,Male,Male
PE021078,1,Male,Male,Male
PE021078,2,Female,Female,Female
PE021078,3,Female,Female,Female
PE021078,4,Female,Female,Female
PE021078,5,Male,Male,Male
PE021078,6,Female,Female,Female
PE021078,7,Male,-99,Male
PE021078,8,Male,-99,Male
PE021079,0,Male,Male,Male
PE021079,1,Male,Male,Male
PE021079,2,Female,Female,Female
PE021079,3,Male,-99,Male
PE021079,4,Female,-99,Female
PE021079,5,Female,-99,Female
PE021079,6,Female,-99,Female
PE021079,7,Female,-99,-99
PE021079,8,Male,-99,-99
PE021079,15,Male,-99,-99
PE021079,16,-99,-99,Female
PE021080,0,Male,Male,Male
PE021080,1,Male,Male,Male
PE021080,2,Female,Female,Female
PE021080,3,Female,Female,Female
PE021080,4,-99,-99,Female
PE021081,0,Female,Female,Female
PE021081,1,Female,Female,Female
PE021081,2,Female,Female,Female
PE021081,3,Male,Male,Male
PE021081,4,Male,Male,Male
PE021081,5,Female,-99,Female
PE021082,0,Male,Male,Male
PE021082,1,Male,Male,Male
PE021082,2,Female,Female,Female
PE021082,15,Female,Female,Female
PE021083,0,Female,Female,Female
PE021083,1,Male,Male,Male
PE021083,2,Female,Female,Female
PE021083,3,Male,Male,Male
PE021083,4,-99,Male,Male
PE021084,0,Male,Male,Male
PE021084,1,Male,Male,Male
PE021084,2,Female,Female,Female
PE021084,3,Female,Female,Female
PE021084,4,-99,Female,Female
PE021085,0,-99,-99,Female
PE021085,1,-99,-99,Male
PE021085,2,-99,-99,Female
PE021085,3,-99,-99,Male
PE021085,4,-99,-99,Female
PE021086,0,Female,Female,Female
PE021086,1,Male,Male,Male
PE021086,2,Female,Female,Female
PE021086,15,Male,Male,Male
PE021086,16,Female,Female,Female
PE021087,0,Female,Female,Female
PE021087,1,Male,Male,Male
PE021087,2,Female,Female,Female
PE021087,3,Male,-99,Male
PE021087,4,Female,-99,Female
PE021087,5,Male,-99,Male
PE021087,6,Female,-99,Female
PE021087,7,Male,-99,Male
PE021087,8,Male,-99,Male
PE021087,15,Male,-99,Male
PE021087,16,Female,Female,Female
PE021087,17,-99,-99,Female
PE021088,0,Male,Male,Male
PE021088,1,Male,-99,Male
PE021088,2,Female,Female,Female
PE021088,3,Female,Female,Female
PE021089,0,Male,Male,Male
PE021089,1,Male,Male,Male
PE021089,2,Female,Female,Female
PE021089,3,Female,Female,Female
PE021089,4,Male,Male,Male
PE021089,5,-99,-99,Male
PE021089,6,-99,-99,Male
PE021090,0,Male,Male,Male
PE021090,1,Male,Male,Male
PE021090,2,Female,Female,Female
PE021090,3,Female,-99,Female
PE021090,4,Female,Female,Female
PE021091,0,Male,Male,Male
PE021091,1,Male,Male,Male
PE021091,2,Female,Female,Female
PE021091,3,Male,-99,Male
PE021091,4,Female,-99,Female
PE021091,5,Male,-99,Male
PE021091,6,Male,-99,Male
PE021091,7,Male,-99,Male
PE021091,8,Female,-99,Female
PE021091,15,Female,-99,Female
PE021091,16,Male,-99,Male
PE021091,17,Male,Male,Male
PE021091,18,-99,Female,Female
PE021091,19,-99,Male,Male
PE021091,20,-99,Female,Female
PE021091,21,-99,-99,Female
PE021091,22,-99,-99,Female
PE021091,23,-99,-99,Female
PE021091,24,-99,-99,Female
PE021091,25,-99,-99,Male
PE021092,0,Female,Female,Female
PE021092,1,Male,Male,Male
PE021092,2,Female,Female,Female
PE021092,3,Female,-99,-99
PE021092,4,Male,Male,Male
PE021092,5,Male,Male,Male
PE021092,6,Male,-99,Male
PE021092,7,Female,-99,Female
PE021092,8,Male,-99,Male
PE021092,9,Male,-99,Male
PE021092,10,-99,-99,Female
PE021092,11,-99,-99,Male
PE021093,0,Female,Female,Female
PE021093,1,Female,Female,Female
PE021093,2,Male,-99,Male
PE021093,3,Female,-99,Female
PE021093,4,Female,-99,Female
PE021093,5,Female,-99,Female
PE021093,6,Male,-99,Male
PE021093,7,Male,-99,Male
PE021093,8,Male,-99,Male
PE021093,9,Male,Male,Male
PE021093,10,Female,Female,Female
PE021093,11,-99,-99,Female
PE021094,0,Male,Male,Male
PE021094,1,Male,Male,Male
PE021094,2,Female,Female,Female
PE021094,3,-99,Male,Male
PE021095,0,Male,Male,Male
PE021095,1,Male,Male,Male
PE021095,2,Female,Female,Female
PE021095,3,Female,Female,Female
PE021095,4,Female,Female,Female
PE021095,15,Male,Male,Male
PE021095,16,Female,Female,Female
PE021096,0,Female,Female,Female
PE021096,1,Male,Male,Male
PE021096,2,Female,Female,Female
PE021096,3,Female,Female,Female
PE021096,4,Female,Female,Female
PE021096,5,Male,Male,Male
PE021096,6,-99,Male,Male
PE021096,7,-99,Male,Male
PE021097,0,Female,Female,Female
PE021097,1,Male,Male,Male
PE021097,2,Female,Female,Female
PE021097,3,Male,Male,Male
PE021097,4,Male,Male,Male
PE021097,5,Male,Male,Male
PE021098,0,Male,Male,Male
PE021098,1,Male,Male,Male
PE021098,2,Female,Female,Female
PE021098,3,Male,-99,Male
PE021098,4,Female,-99,Female
PE021098,5,Male,-99,Male
PE021098,6,-99,Female,Female
PE021098,7,-99,-99,Male
PE021098,8,-99,-99,Female
PE021098,9,-99,-99,Female
PE021098,10,-99,-99,Male
PE021099,0,Female,Female,Female
PE021099,1,Male,Male,Male
PE021099,2,Female,Female,Female
PE021099,3,Male,Male,Male
PE021099,4,-99,-99,Male
PE021100,0,Male,Male,Male
PE021100,1,Male,Male,Male
PE021100,2,Female,Female,Female
PE021100,3,Female,Female,Female
PE021100,4,Female,Female,Female
PE031001,1,-99,-99,-99
PE031001,2,-99,-99,-99
PE031001,3,-99,-99,-99
PE031001,4,-99,-99,-99
PE031001,5,-99,-99,-99
PE031001,15,-99,-99,-99
PE031001,16,-99,-99,-99
PE031002,0,Male,Male,Male
PE031002,1,Male,Male,Male
PE031002,2,Female,Female,Female
PE031002,3,Female,Female,Female
PE031002,4,Male,-99,Male
PE031002,5,Female,-99,Female
PE031002,6,Female,-99,Female
PE031002,7,Female,-99,-99
PE031002,8,Female,Female,Female
PE031002,9,Male,Male,Male
PE031002,15,Female,Female,Female
PE031002,16,Male,Male,Male
PE031002,17,Female,Female,Female
PE031002,18,-99,Female,Female
PE031002,19,-99,Female,Female
PE031003,0,Female,Female,Female
PE031003,1,Female,Female,Female
