hh_id,person_id,age,memsex,relate,livhse
ET020043,1,54,1,6,2
ET020043,2,28,2,1,2
ET020043,3,21,1,13,2
ET020043,4,25,2,19,1
ET020043,5,33,1,19,1
ET020043,6,13,1,19,1
ET020043,7,10,1,19,1
ET020044,0,5,1,0,1
ET020044,1,26,2,13,1
ET020044,2,23,2,1,1
ET020044,15,7,2,16,1
ET020044,16,30,1,2,1
ET020045,0,4,1,0,1
ET020045,1,27,1,1,1
ET020045,2,24,2,1,1
ET020046,0,5,2,0,1
ET020046,1,49,1,1,1
ET020046,2,38,2,1,1
ET020046,3,20,2,20,2
ET020046,15,7,2,7,1
ET020047,0,4,2,0,1
ET020047,1,34,1,1,1
ET020047,2,30,2,1,1
ET020047,3,14,2,20,2
ET020047,4,13,2,13,2
ET020047,15,8,1,7,1
ET020048,0,4,2,0,1
ET020048,1,39,1,1,1
ET020048,2,37,2,1,1
ET020048,3,18,2,20,2
ET020048,4,10,1,7,1
ET020049,0,5,1,0,1
ET020049,1,52,1,1,1
ET020049,2,35,2,1,1
ET020049,3,11,2,7,1
ET020049,15,7,2,7,1
ET020050,0,5,2,0,1
ET020050,1,29,1,1,1
ET020050,2,30,2,1,1
ET020050,3,3,1,7,1
ET020050,4,30,2,13,1
ET020051,0,5,1,0,1
ET020051,1,29,1,1,1
ET020051,2,24,2,1,1
ET020051,3,28,2,13,1
ET020051,4,1,2,14,1
ET020052,0,5,1,0,1
ET020052,1,71,1,5,1
ET020052,2,64,2,5,1
ET020052,3,22,2,1,1
ET020052,4,21,2,14,1
ET020052,5,20,1,14,1
ET020052,6,33,1,1,1
ET020053,0,5,1,0,1
ET020053,1,45,1,1,1
ET020053,2,34,2,1,3
ET020053,3,22,2,13,2
ET020053,4,10,1,7,1
ET020054,0,4,2,0,1
ET020054,1,26,1,1,1
ET020054,2,23,2,1,1
ET020054,3,0,1,7,1
ET020055,0,5,1,0,1
ET020055,1,52,1,1,1
ET020055,2,40,2,1,1
ET020055,3,19,1,7,1
ET020055,4,13,1,7,1
ET020055,5,18,2,7,2
ET020056,0,5,1,0,1
ET020056,1,32,1,1,1
ET020056,2,24,2,1,1
ET020056,3,1,1,7,1
ET020057,0,4,1,0,1
ET020057,1,26,1,1,1
ET020057,2,24,2,1,1
ET020058,0,4,2,0,1
ET020058,1,34,1,1,1
ET020058,2,29,2,1,1
ET020058,3,9,2,7,1
ET020059,0,5,2,0,1
ET020059,1,29,1,1,1
ET020059,2,27,2,1,1
ET020059,3,1,1,7,1
ET020060,0,5,2,0,1
ET020060,1,40,1,1,1
ET020060,2,32,2,1,1
ET020060,3,17,1,7,1
ET020060,4,16,2,11,1
ET020060,5,10,1,7,1
ET020061,0,4,1,0,1
ET020061,1,38,1,1,1
ET020061,2,32,2,1,1
ET020061,3,12,2,19,2
ET020061,4,0,1,7,1
ET020062,0,4,2,0,1
ET020062,1,39,1,1,1
ET020062,2,36,2,1,1
ET020062,3,15,2,7,1
ET020062,4,12,2,7,1
ET020062,15,8,2,7,1
ET020064,0,4,2,0,1
ET020064,1,81,2,5,3
ET020064,2,30,2,1,1
ET020064,3,17,2,7,1
ET020064,4,35,1,1,1
ET020064,5,0,1,7,1
ET020064,6,20,2,14,1
ET020065,0,4,2,0,1
ET020065,1,64,2,5,1
ET020065,2,34,2,1,1
ET020065,3,14,1,9,1
ET020066,0,4,1,0,1
ET020066,1,57,1,1,2
ET020066,2,42,2,1,1
ET020066,3,14,2,7,2
ET020066,4,9,2,7,3
ET020066,5,51,1,2,1
ET020066,6,16,2,22,1
ET020067,0,5,1,0,1
ET020067,1,71,1,5,1
ET020067,2,66,2,5,1
ET020067,3,23,2,1,1
ET020067,4,24,1,13,1
ET020067,5,22,1,13,1
ET020068,0,5,1,0,1
ET020068,1,66,1,5,1
ET020068,2,56,2,5,1
ET020068,3,32,1,13,1
ET020068,4,29,1,13,2
ET020068,5,26,2,13,2
ET020068,6,22,2,1,1
ET020068,7,14,2,13,2
ET020068,15,8,1,13,2
ET020068,16,5,1,13,2
ET020070,0,5,1,0,1
ET020070,1,66,1,5,1
ET020070,2,58,2,5,1
ET020070,3,38,2,1,1
ET020070,4,36,2,13,1
ET020070,5,33,1,13,2
ET020070,6,28,1,13,3
ET020070,7,24,2,13,1
ET020070,8,22,1,13,1
ET020070,9,21,1,13,1
ET020070,10,18,1,13,1
ET020070,11,15,2,7,1
ET020070,12,1,1,7,1
ET020071,0,5,1,0,1
ET020071,1,37,1,1,1
ET020071,2,30,2,1,1
ET020071,3,17,2,13,1
ET020071,4,11,1,7,1
ET020071,5,10,2,7,1
ET020071,6,8,2,14,1
ET020072,0,5,2,0,1
ET020072,1,36,1,1,1
ET020072,2,34,2,1,1
ET020072,3,20,2,20,2
ET020072,4,18,2,7,1
ET020072,5,13,2,20,1
ET020073,0,5,2,0,1
ET020073,1,28,1,1,1
ET020073,2,24,2,1,1
ET020074,0,5,2,0,1
ET020074,1,31,2,1,1
ET020075,0,4,1,0,1
ET020075,1,49,1,1,1
ET020075,2,28,2,1,1
ET020075,3,14,1,7,1
ET020075,4,11,2,7,1
ET020075,5,54,2,6,1
ET020075,15,7,1,7,1
ET020076,0,4,1,0,1
ET020076,1,26,2,1,3
ET020076,2,17,1,13,2
ET020076,3,15,1,13,2
ET020076,4,13,1,13,2
ET020076,5,62,1,6,1
ET020076,6,52,2,6,1
ET020076,7,28,1,1,1
ET020076,8,27,1,13,1
ET020076,9,21,1,13,1
ET020076,10,18,1,13,1
ET020076,11,14,2,13,1
ET020076,12,7,2,13,1
ET020077,0,5,1,0,1
ET020077,1,26,2,1,1
ET020078,0,5,1,0,1
ET020078,1,35,2,1,1
ET020078,2,22,2,7,1
ET020078,3,21,2,7,1
ET020078,4,19,2,7,1
ET020078,5,13,1,7,1
ET020078,6,10,2,7,1
ET020078,7,40,1,1,1
ET020079,0,4,2,0,1
ET020079,1,42,1,1,1
ET020079,2,33,2,1,1
ET020079,3,19,1,7,1
ET020079,4,15,2,7,1
ET020080,0,5,1,0,1
ET020080,1,61,2,5,3
ET020080,2,28,2,1,1
ET020080,15,8,2,19,1
ET020080,16,26,1,1,1
ET020081,0,5,1,0,1
ET020081,1,41,1,1,1
ET020081,2,39,2,1,1
ET020081,3,21,2,7,2
ET020081,4,15,2,7,1
ET020081,5,14,2,7,1
ET020081,6,10,2,7,1
ET020081,7,0,2,7,1
ET020081,8,3,1,7,1
ET020082,0,4,1,0,1
ET020082,1,34,1,1,1
ET020082,2,29,2,1,2
ET020082,3,20,2,14,1
ET020083,0,5,2,0,1
ET020083,1,42,1,1,1
ET020083,2,30,2,1,1
ET020083,3,18,1,7,1
ET020083,4,9,1,7,1
ET020083,5,3,1,7,1
ET020084,0,5,2,0,1
ET020084,1,42,1,1,1
ET020084,2,30,2,1,1
ET020084,3,11,2,7,1
ET020085,0,4,1,0,1
ET020085,1,42,2,1,1
ET020085,2,39,1,1,2
ET020085,3,20,2,20,2
ET020085,4,12,1,7,1
ET020086,0,5,1,0,1
ET020086,1,44,2,5,2
ET020086,2,23,2,1,2
ET020086,3,22,2,13,2
ET020086,4,14,1,13,2
ET020086,5,12,1,13,2
ET020086,6,65,1,6,1
ET020086,7,40,2,6,1
ET020086,8,30,1,1,1
ET020086,9,27,1,13,1
ET020086,10,23,2,13,1
ET020086,11,20,2,13,1
ET020086,12,5,1,13,1
ET020087,0,5,2,0,1
ET020087,1,34,2,19,2
ET020087,2,32,1,13,2
ET020087,3,22,2,1,2
ET020087,4,9,2,14,2
ET020087,15,7,2,14,2
ET020087,16,33,1,1,1
ET020087,17,57,2,6,1
ET020087,18,20,1,13,1
ET020088,0,5,2,0,1
ET020088,1,33,1,1,1
ET020088,2,27,2,1,2
ET020088,3,11,2,7,1
ET020089,0,5,1,0,1
ET020089,1,40,1,1,1
ET020089,2,35,2,1,1
ET020089,3,11,1,7,2
ET020089,4,9,1,7,2
ET020089,15,6,1,7,2
ET020089,16,3,1,7,1
ET020090,0,5,1,0,1
ET020090,1,42,1,1,1
ET020090,2,38,2,1,1
ET020090,3,11,2,7,1
ET020091,0,5,2,0,1
ET020091,1,39,1,1,1
ET020091,2,31,2,1,1
ET020091,3,14,2,7,1
ET020091,4,12,1,7,1
ET020092,0,5,2,0,1
ET020092,1,44,1,1,1
ET020092,2,32,2,1,1
ET020092,3,24,2,13,1
ET020092,15,8,1,7,1
ET020092,16,18,1,13,1
ET020093,0,5,2,0,1
ET020093,1,44,2,13,1
ET020093,2,25,2,1,1
ET020093,3,27,1,14,1
ET020093,4,8,2,14,1
ET020094,0,5,2,0,1
ET020094,1,46,1,1,1
ET020094,2,46,2,1,1
ET020094,3,23,2,7,1
ET020094,4,21,1,7,1
ET020094,5,17,1,7,1
ET020094,6,12,2,7,1
ET020094,7,10,2,7,1
ET020094,8,11,2,14,1
ET020095,0,5,2,0,1
ET020095,1,64,1,1,1
ET020095,2,39,2,1,1
ET020095,3,22,2,9,2
ET020095,4,11,1,7,1
ET020095,15,8,1,7,1
ET020096,0,5,2,0,1
ET020096,1,39,1,1,1
ET020096,2,37,2,1,1
ET020096,3,12,2,14,2
ET020097,0,4,1,0,1
ET020097,1,42,1,1,1
ET020097,2,39,2,1,1
ET020097,3,20,1,7,1
ET020097,4,18,2,7,1
ET020097,5,15,2,7,1
ET020097,6,11,1,7,1
ET020097,7,10,2,7,1
ET020097,15,7,2,7,1
ET020098,0,4,1,0,1
ET020098,1,54,1,19,1
ET020098,2,52,1,1,1
ET020098,3,46,2,1,1
ET020098,4,24,2,7,1
ET020098,5,22,1,7,1
ET020098,6,20,2,19,2
ET020098,7,19,2,7,1
ET020098,8,15,2,7,2
ET020098,9,13,2,7,1
ET020099,0,4,1,0,1
ET020099,1,58,2,5,3
ET020099,2,36,2,13,1
ET020099,3,26,2,13,1
ET020099,4,24,1,13,1
ET020099,5,22,2,1,1
ET020099,6,19,2,13,1
ET020099,7,11,2,13,1
ET020099,8,5,2,14,1
ET020099,9,1,2,7,1
ET020100,0,4,1,0,1
ET020100,1,59,2,5,1
ET020100,2,29,2,1,1
ET030001,0,5,1,0,1
ET030001,1,32,1,1,1
ET030001,2,27,2,1,1
ET030001,3,2,1,7,1
ET030002,0,5,1,0,1
ET030002,1,51,1,1,1
ET030002,2,35,2,1,1
ET030002,3,19,2,7,1
ET030002,4,17,2,7,1
ET030002,5,12,1,7,1
ET030003,0,5,1,0,1
ET030003,1,69,1,6,3
ET030003,2,44,2,5,1
ET030003,3,30,1,1,1
ET030003,4,28,1,13,1
ET030003,5,26,1,13,1
ET030003,6,25,1,13,1
ET030003,7,25,2,1,2
ET030003,8,20,1,13,1
ET030003,9,16,1,13,1
ET030004,0,5,1,0,1
ET030004,1,74,2,5,3
ET030004,2,37,1,1,1
ET030004,3,35,2,1,1
ET030004,4,14,2,7,1
ET030004,5,9,2,7,1
ET030005,0,5,2,0,1
ET030005,1,40,1,1,2
ET030005,2,38,2,13,1
ET030005,3,36,2,1,2
ET030005,4,15,1,14,1
ET030005,5,13,1,14,2
ET030005,6,13,2,14,1
ET030005,7,19,1,14,1
ET030006,0,5,2,0,1
ET030006,1,39,1,1,1
ET030006,2,29,2,1,1
ET030006,3,22,1,13,2
ET030006,4,12,1,7,1
ET030006,5,19,2,13,1
ET030007,0,5,2,0,1
ET030007,1,39,1,13,2
ET030007,2,37,1,1,1
ET030007,3,33,2,19,2
ET030007,4,25,1,13,2
ET030007,5,30,2,1,1
ET030007,6,18,2,14,2
ET030007,7,14,1,14,2
ET030007,8,23,1,13,2
ET030007,15,8,2,13,1
ET030007,16,0,1,7,1
ET030008,0,4,1,0,1
ET030008,1,39,1,1,1
ET030008,2,34,1,13,2
ET030008,3,26,2,1,1
ET030008,15,4,1,7,1
ET030008,16,22,2,20,1
ET030009,0,5,2,0,1
ET030009,1,59,2,13,2
ET030009,2,35,2,1,1
ET030009,3,32,1,14,2
ET030009,4,33,1,14,2
ET030010,0,5,1,0,1
ET030010,1,44,1,1,1
ET030010,2,32,2,1,1
ET030010,3,11,2,7,1
ET030011,0,5,1,0,1
ET030011,1,43,2,5,1
ET030011,2,26,2,1,2
ET030011,3,20,2,13,1
ET030011,4,13,2,13,1
ET030011,5,10,2,13,1
ET030012,0,5,2,0,1
ET030012,1,63,1,5,1
ET030012,2,48,2,5,1
ET030012,3,26,2,1,1
ET030012,4,16,2,13,1
ET030013,0,5,1,0,1
ET030013,1,44,1,1,1
ET030013,2,30,2,1,1
ET030013,3,26,2,14,1
ET030013,4,19,1,13,2
ET030013,5,10,1,7,1
ET030013,6,22,2,22,1
ET030014,0,5,1,0,1
ET030014,1,44,1,1,1
ET030014,2,36,2,1,1
ET030014,3,39,1,13,2
ET030014,4,17,1,9,1
ET030014,15,7,2,7,1
ET030015,0,5,1,0,1
ET030015,1,69,1,5,1
ET030015,2,55,2,5,1
ET030015,3,21,2,1,1
ET030015,4,18,2,13,1
ET030015,5,16,1,13,1
ET030015,6,9,1,13,1
ET030015,7,28,1,13,1
ET030016,0,5,2,0,1
ET030016,1,44,1,1,1
ET030016,2,22,2,1,1
ET030017,0,5,1,0,1
ET030017,1,25,2,1,1
ET030018,0,5,1,0,1
ET030018,1,32,1,1,1
ET030018,2,27,2,1,1
ET030018,3,10,1,7,1
ET030019,0,5,1,0,1
ET030019,1,43,1,1,1
ET030019,2,31,2,1,1
ET030019,3,10,1,7,1
ET030019,4,16,2,14,2
ET030020,0,5,1,0,1
ET030020,1,34,1,1,1
ET030020,2,25,1,19,2
ET030020,3,23,2,7,1
ET030020,4,22,2,19,2
ET030020,5,2,2,7,1
ET030021,0,4,2,0,1
ET030021,1,23,2,1,1
ET030021,2,33,1,2,1
ET030022,0,5,1,0,1
ET030022,1,53,2,13,2
ET030022,2,49,2,5,1
ET030022,3,31,1,13,2
ET030022,4,34,1,13,2
ET030022,5,24,2,13,2
ET030022,6,28,2,13,2
ET030022,7,39,1,13,2
ET030022,8,29,2,13,2
ET030022,9,11,2,14,2
ET030022,10,27,1,13,1
ET030022,11,26,2,1,3
ET030023,0,5,1,0,1
ET030023,1,41,1,1,1
ET030023,2,34,2,1,3
ET030023,3,27,1,13,1
ET030023,4,22,2,13,2
ET030023,5,12,2,13,1
ET030023,6,3,2,7,1
ET030023,7,41,2,2,1
ET030023,8,24,1,19,1
ET030023,9,17,1,19,1
ET030023,10,17,1,19,1
ET030023,11,15,2,19,1
ET030023,12,22,1,7,1
ET030024,0,4,1,0,1
ET030024,1,44,1,1,1
ET030024,2,33,2,1,1
ET030024,3,9,2,7,1
ET030025,0,5,1,0,1
ET030025,1,49,1,1,1
ET030025,2,38,2,1,1
ET030025,3,11,2,7,1
ET030025,15,7,1,7,1
ET030026,0,5,2,0,1
ET030026,1,58,1,5,1
ET030026,2,46,1,1,1
ET030026,3,30,2,1,1
ET030026,4,27,1,13,3
ET030026,5,10,2,13,1
ET030026,6,4,1,19,1
ET030027,0,4,1,0,1
ET030027,1,49,1,1,1
ET030027,2,34,2,1,1
ET030027,3,10,1,7,1
ET030028,0,4,1,0,1
ET030028,1,47,1,1,1
ET030028,2,34,2,1,1
ET030028,3,25,1,14,1
ET030028,4,39,2,20,2
ET030028,15,7,1,7,1
ET030028,16,0,1,7,1
ET030028,17,17,2,20,1
ET030029,0,5,1,0,1
ET030029,1,47,1,1,1
ET030029,2,46,2,1,1
ET030029,3,16,1,7,1
ET030029,4,14,1,7,1
ET030029,5,11,1,7,1
ET030029,6,31,2,20,2
ET030029,15,8,1,7,1
ET030031,0,5,2,0,1
ET030031,1,39,1,1,1
ET030031,2,27,2,1,1
ET030031,3,22,2,20,2
ET030031,4,2,2,7,1
ET030031,5,15,2,20,1
ET030032,0,5,2,0,1
ET030032,1,44,1,1,1
ET030032,2,29,2,1,1
ET030032,3,14,1,8,1
ET030033,0,5,1,0,1
ET030033,1,31,1,1,1
ET030033,2,23,2,1,1
ET030034,0,4,2,0,1
ET030034,1,69,1,5,1
ET030034,2,54,2,5,1
ET030034,3,39,1,13,3
ET030034,4,36,2,13,1
ET030034,5,31,2,13,2
ET030034,6,22,1,13,1
ET030034,7,19,2,13,2
ET030034,8,43,2,14,1
ET030034,9,12,2,13,1
ET030035,0,5,1,0,1
ET030035,1,64,2,5,3
ET030035,2,13,1,7,1
ET030035,3,12,2,7,1
ET030035,4,10,2,7,1
ET030035,5,39,2,1,1
ET030035,6,4,1,7,1
ET030036,0,5,1,0,1
ET030036,1,46,1,1,1
ET030036,2,34,2,1,1
ET030036,3,17,1,7,1
ET030036,4,15,2,7,1
ET030036,5,11,1,7,1
ET030036,15,8,2,7,1
ET030036,16,0,2,7,1
ET030037,0,5,2,0,1
ET030037,1,38,1,1,1
ET030037,2,24,2,1,1
ET030037,3,20,2,20,2
ET030037,4,23,2,13,1
ET030037,5,1,1,7,1
ET030038,0,5,1,0,1
ET030038,1,44,1,1,1
ET030038,2,39,2,1,1
ET030038,3,12,2,7,1
ET030038,4,9,2,7,1
ET030038,5,22,2,21,2
ET030038,6,18,1,7,1
ET030038,7,14,1,7,1
ET030039,0,5,2,0,1
ET030039,1,33,1,1,1
ET030039,2,28,2,1,1
ET030040,0,5,1,0,1
ET030040,1,36,1,1,2
ET030040,2,32,2,1,1
ET030040,3,18,1,7,1
ET030041,0,5,2,0,1
ET030041,1,42,1,1,1
ET030041,2,34,2,1,1
ET030041,3,29,1,13,2
ET030041,4,21,1,13,2
ET030041,5,18,1,7,1
ET030041,6,17,1,7,1
ET030041,7,12,2,7,1
ET030041,8,10,1,7,1
ET030041,15,7,1,7,1
ET030041,16,0,1,7,1
ET030043,0,5,2,0,1
ET030043,1,44,1,6,1
ET030043,2,46,2,6,1
ET030043,3,26,2,1,2
ET030043,4,24,1,13,1
ET030043,5,19,1,13,1
ET030043,6,15,2,13,1
ET030043,7,12,1,13,1
ET030043,15,7,2,7,1
ET030043,16,20,2,20,1
ET030044,0,4,2,0,1
ET030044,1,60,1,6,3
ET030044,2,34,1,1,1
ET030044,3,26,2,1,1
ET030044,4,3,1,7,1
ET030044,5,1,1,7,1
ET030045,0,5,1,0,1
ET030045,1,34,2,1,1
ET030045,2,29,1,1,1
ET030046,0,5,1,0,1
ET030046,1,31,1,1,1
ET030046,2,23,2,1,3
ET030047,0,5,1,0,1
ET030047,1,41,1,1,1
ET030047,2,34,2,1,3
ET030047,3,15,2,7,1
ET030047,4,12,2,7,2
ET030048,0,5,1,0,1
ET030048,1,46,1,1,1
ET030048,2,38,2,1,1
ET030048,3,19,2,20,2
ET030048,4,18,1,7,1
ET030048,5,8,1,7,1
ET030048,6,21,2,20,1
ET030051,0,5,1,0,1
ET030051,1,44,1,1,1
ET030051,2,42,2,1,1
ET030051,3,24,1,7,1
ET030051,4,21,2,7,2
ET030051,5,17,2,7,1
ET030051,6,14,1,7,1
ET030052,0,5,1,0,1
ET030052,1,49,2,1,3
ET030052,2,23,1,7,3
ET030052,3,20,2,7,2
ET030052,4,18,2,7,2
ET030052,5,16,2,7,2
ET030052,6,55,2,5,1
ET030052,7,28,1,13,1
ET030052,8,85,1,5,1
ET030052,9,25,2,13,1
ET030053,0,5,1,0,1
ET030053,1,30,1,1,1
ET030053,2,28,2,1,1
ET030053,3,18,2,20,2
ET030053,4,3,1,7,1
ET030054,0,5,1,0,1
ET030054,1,42,1,1,1
ET030054,2,39,2,1,3
ET030054,3,21,2,9,1
ET030054,4,16,1,7,1
ET030054,5,20,2,20,1
ET030055,0,5,2,0,1
ET030055,1,42,1,1,1
ET030055,2,28,2,1,1
ET030055,3,2,2,7,1
ET030055,4,0,1,7,1
ET030056,0,5,1,0,1
ET030056,1,60,1,5,2
ET030056,2,55,2,5,2
ET030056,3,28,2,1,1
ET030056,4,23,2,13,2
ET030056,5,23,2,13,2
ET030056,6,9,2,7,1
ET030057,0,4,2,0,1
ET030057,1,43,1,1,1
ET030057,2,31,2,1,1
ET030057,3,14,2,7,1
ET030058,0,5,1,0,1
ET030058,1,32,1,1,1
ET030058,2,30,2,1,1
ET030058,3,11,2,7,1
ET030059,0,4,1,0,1
ET030059,1,41,1,1,1
ET030059,2,26,2,1,1
ET030059,3,22,1,8,1
ET030059,4,22,2,13,1
ET030059,15,7,2,7,1
ET030060,0,5,2,0,1
ET030060,1,46,1,1,3
ET030060,2,30,2,1,1
ET030060,3,24,2,20,2
ET030060,4,13,2,7,1
ET030060,5,10,1,7,1
ET030061,0,5,2,0,1
ET030061,1,40,1,1,1
ET030061,2,27,2,1,1
ET030061,15,8,2,7,1
ET030061,16,2,1,7,1
ET030062,0,5,1,0,1
ET030062,1,69,1,6,2
ET030062,2,48,2,13,2
ET030062,3,29,2,13,2
ET030062,4,16,1,13,2
ET030062,5,16,1,13,2
ET030062,6,29,1,1,1
ET030062,7,24,2,1,2
ET030062,8,20,2,13,1
ET030063,0,5,1,0,1
ET030063,1,70,2,5,1
ET030063,2,54,1,13,2
ET030063,3,50,1,13,2
ET030063,4,25,2,13,2
ET030063,5,23,1,13,1
ET030063,6,20,1,13,1
ET030063,7,28,2,1,2
ET030063,8,20,2,13,1
ET030063,9,19,2,13,1
ET030063,10,19,2,13,1
ET030063,11,12,2,13,1
ET030063,12,11,1,14,1
ET030063,13,20,1,22,1
ET030063,14,17,1,22,1
ET030064,0,5,2,0,1
ET030064,1,29,2,1,1
ET030064,2,27,1,13,1
ET030064,3,24,1,13,1
ET030064,4,23,2,13,2
ET030064,5,21,1,13,1
ET030064,15,8,1,14,1
ET030065,0,5,1,0,1
ET030065,1,64,2,13,1
ET030065,2,23,2,14,1
ET030065,3,19,2,14,1
ET030065,4,11,2,14,1
ET030065,5,24,2,1,1
ET030066,0,4,1,0,1
ET030066,1,37,1,1,1
ET030066,2,32,2,1,1
ET030066,3,15,1,7,1
ET030066,4,12,2,7,1
ET030067,0,5,2,0,1
ET030067,1,50,2,17,3
ET030067,2,33,1,13,2
ET030067,3,30,2,13,1
ET030067,4,28,2,13,2
ET030067,5,24,1,13,1
ET030067,6,23,2,1,1
ET030067,7,22,1,13,1
ET030067,8,18,1,13,1
ET030067,9,17,2,13,1
ET030068,0,4,2,0,1
ET030068,1,34,1,1,1
ET030068,2,32,2,1,1
ET030068,15,6,2,7,1
ET030069,0,5,1,0,1
ET030069,1,42,1,1,1
ET030069,2,32,2,1,1
ET030069,3,22,2,14,2
ET030069,15,7,2,7,1
ET030070,0,5,2,0,1
ET030070,1,39,1,1,1
ET030070,2,34,2,1,1
ET030070,3,12,1,7,1
ET030070,4,9,1,7,1
ET030070,5,9,1,7,1
ET030070,15,8,2,7,1
ET030071,0,4,1,0,1
ET030071,1,27,1,1,1
ET030071,2,25,2,1,1
ET030071,3,1,1,7,1
ET030072,0,5,1,0,1
ET030072,1,42,1,1,3
ET030072,2,40,2,1,1
ET030072,3,18,1,7,1
ET030072,4,13,1,7,1
ET030072,5,11,2,7,1
ET030073,0,5,2,0,1
ET030073,1,70,2,13,1
ET030073,2,40,2,14,1
ET030073,3,31,2,14,1
ET030073,4,27,2,1,1
ET030073,5,29,1,14,1
ET030074,0,5,2,0,1
ET030074,1,30,2,1,1
ET030075,0,4,2,0,1
ET030075,1,43,1,1,1
ET030075,2,35,2,1,1
ET030075,3,20,1,7,1
ET030075,4,12,1,7,1
ET030075,5,18,2,14,1
ET030075,15,8,2,7,1
ET030075,16,15,2,13,1
ET030077,0,4,2,0,1
ET030077,1,31,1,1,1
ET030077,2,34,2,1,1
ET030077,3,3,1,7,1
ET030078,0,5,1,0,1
ET030078,1,44,1,1,3
ET030078,2,32,2,1,2
ET030078,3,14,2,7,1
ET030078,4,15,2,8,1
ET030078,5,24,2,22,1
ET030079,0,5,1,0,1
ET030079,1,40,1,1,1
ET030079,2,32,2,1,1
ET030079,3,23,2,20,2
ET030079,4,18,1,7,1
ET030079,5,16,2,13,1
ET030079,6,11,1,7,1
ET030080,0,5,2,0,1
ET030080,1,41,1,1,1
ET030080,2,29,2,1,1
ET030080,3,9,2,7,1
ET030080,4,15,2,7,1
ET030081,0,5,2,0,1
ET030081,1,60,1,5,2
ET030081,2,46,2,6,2
ET030081,3,28,2,1,1
ET030081,4,24,1,13,2
ET030081,5,22,1,13,2
ET030081,6,19,1,13,2
ET030081,7,11,2,7,1
ET030082,0,5,2,0,1
ET030082,1,38,1,1,1
ET030082,2,28,2,1,1
ET030082,3,11,1,7,1
ET030082,4,15,2,22,1
ET030083,0,5,1,0,1
ET030083,1,54,1,5,1
ET030083,2,47,2,5,3
ET030083,3,27,1,13,1
ET030083,4,25,2,1,1
ET030083,5,23,2,13,1
ET030083,6,22,1,13,1
ET030083,7,18,2,13,1
ET030083,8,15,1,13,1
ET030083,9,19,2,16,1
ET030083,10,3,1,7,1
ET030083,11,25,2,13,1
ET030084,0,5,1,0,1
ET030084,1,48,1,1,1
ET030084,2,40,2,1,1
ET030084,3,86,2,5,3
ET030084,4,22,1,7,1
ET030084,5,19,1,7,1
ET030084,6,13,2,7,1
ET030085,0,4,2,0,1
ET030085,1,49,2,5,1
ET030085,2,27,2,1,1
ET030085,3,24,1,13,1
ET030085,4,0,1,7,1
ET030086,0,5,1,0,1
ET030086,1,39,1,1,1
ET030086,2,44,2,1,1
ET030086,3,23,2,7,1
ET030086,4,15,2,7,1
ET030086,5,8,1,7,1
ET030086,6,40,1,13,1
ET030087,0,4,1,0,1
ET030087,1,52,1,1,1
ET030087,2,45,2,1,1
ET030087,3,19,2,7,1
ET030087,4,16,1,7,1
ET030087,5,15,2,7,1
ET030087,6,12,1,7,1
ET030088,0,5,2,0,1
ET030088,1,60,1,1,1
ET030088,2,42,2,1,1
ET030088,3,28,1,7,2
ET030088,4,27,1,7,2
ET030088,5,17,1,7,1
ET030088,6,29,2,20,2
ET030089,0,5,2,0,1
ET030089,1,39,1,1,1
ET030089,2,33,2,1,1
ET030089,3,15,2,7,1
ET030089,4,10,1,7,1
ET030089,5,17,2,22,2
ET030089,6,15,2,14,1
ET030089,7,16,2,14,1
ET030090,0,5,2,0,1
ET030090,1,38,2,1,1
ET030090,2,20,2,7,1
ET030090,3,12,2,7,1
ET030090,4,10,2,7,1
ET030090,5,8,2,7,1
ET030091,0,4,2,0,1
ET030091,1,39,1,1,1
ET030091,2,32,2,1,1
ET030091,3,14,2,7,1
ET030091,4,11,2,7,1
ET030091,15,7,2,7,1
ET030093,0,4,1,0,1
ET030093,1,45,1,1,1
ET030093,2,34,2,1,1
ET030093,3,17,2,20,1
ET030093,15,8,1,7,1
ET030093,16,2,1,7,1
ET030094,0,5,2,0,1
ET030094,1,38,1,1,1
ET030094,2,27,2,1,1
ET030094,3,14,2,8,1
ET030095,0,4,1,0,1
ET030095,1,45,1,1,1
ET030095,2,33,2,1,1
ET030095,3,20,1,7,1
ET030095,4,11,1,7,1
ET030095,5,10,1,7,1
ET030095,6,27,1,10,1
ET030096,0,5,1,0,1
ET030096,1,45,1,1,1
ET030096,2,42,2,1,1
ET030096,3,19,2,13,2
ET030096,4,11,2,7,2
ET030096,5,9,2,7,2
ET030096,6,2,2,7,1
ET030097,0,5,1,0,1
ET030097,1,54,1,1,1
ET030097,2,39,2,1,1
ET030097,3,20,2,13,1
ET030097,4,16,1,7,1
ET030097,5,14,2,7,1
ET030097,6,12,2,7,1
ET030098,0,5,1,0,1
ET030098,1,38,1,1,1
ET030098,2,32,2,1,1
ET030098,3,17,2,20,1
ET030099,0,5,1,0,1
ET030099,1,39,1,1,1
ET030099,2,28,2,1,1
ET030099,3,14,1,7,1
ET030099,4,24,2,13,1
ET030099,5,2,1,7,1
ET030099,6,0,1,7,1
ET030099,7,16,2,19,1
ET030099,8,30,1,19,1
ET030100,0,5,1,0,1
ET030100,1,46,1,1,1
ET030100,2,36,2,1,1
ET030100,3,24,1,7,1
ET030100,4,17,1,7,1
